*Frequency 	VM1-abs (dB)	VM1-phase (deg)
60439,4081474681	5,2633963716047	28,052521452628
61704,4903423498	5,2674362319539	27,3516427395366
62996,0524947437	5,27107903850869	26,6658503531563
64314,6488675685	5,27435791506999	25,9946912687563
65660,845325249	5,27730333657732	25,3377238024631
67035,2195765516	5,27994332419887	24,6945175881158
68438,3614225036	5,28230362769826	24,0646535006035
69870,8730095005	5,28440789563755	23,4477235338973
71333,3690877131	5,28627783399821	22,8433306410683
72826,4772749011	5,28793335381313	22,2510885427347
74350,8383257513	5,28939270840472	21,6706215096185
75907,1064068505	5,2906726208189	21,1015641241966
77495,9493774169	5,2917884020343	20,5435610258103
79118,0490759052	5,29275406051053	19,9962666430338
80774,1016126125	5,29358240362042	19,4593449166036
82464,8176684076	5,29428513149092	18,9324690157619
84190,922799714	5,2948729237537	18,415321050469
85953,1577498761	5,29535551968324	17,9075917815869
87752,2787670428	5,29574179217548	17,4089803308238
89589,0579287052	5,29603981599585	16,9191938919513
91464,2834730271	5,29625693070077	16,4379474445664
93378,7601371103	5,29639979861284	15,9649634714522
95333,3095023416	5,29647445820675	15,4999716804101
97328,7703469662	5,29648637323977	15,0427087312665
99365,9990060432	5,29644047793956	14,5929179686206
101445,869738934	5,29634121854074	14,1503491607722
103569,275104484	5,29619259144189	13,7147582451644
105737,126344056	5,29599817823592	13,285907080581
107950,353772582	5,29576117784886	12,8635632062631
110209,907177798	5,29548443600508	12,4474996080382
112516,756227842	5,29517047222155	12,0374944914992
114871,890887374	5,29482150451849	11,6333310622228
117276,321842413	5,29443947201998	11,2347973129732
119731,080934064	5,29402605560501	10,8416858178067
122237,221601326	5,2935826967575	10,4537935329612
124795,819333163	5,29311061475208	10,0709216043934
127407,972130041	5,29261082230204	9,69287518180824
130074,800975129	5,29208413978627	9,31946323900998
132797,450315356	5,29153120816236	8,95049840039281
135577,088552542	5,29095250066483	8,58579677338148
138414,90854481	5,29034833337953	8,22517778662618
141312,128118486	5,28971887477797	7,86846403375311
144269,990590721	5,28906415428835	7,51548112246807
147289,765303054	5,28838406997411	7,16605752881367
150372,748166131	5,28767839538446	6,82002445637863
153520,262215843	5,28694678563678	6,47721570026158
156733,658181087	5,28618878278464	6,13746751559439
160014,315063427	5,28540382052193	5,80061849043393
163363,640728878	5,28459122826784	5,46650942283471
166783,072512076	5,28375023467492	5,13498320192216
170274,077833105	5,28287997059746	4,80588469278821
173838,154827224	5,28197947155508	4,47906062503986
177476,832987779	5,28104767972264	4,15435948483476
181191,67382257	5,28008344547482	3,83163141024495
184984,271523964	5,27908552851124	3,51072808979657
188856,253653027	5,27805259858517	3,19150266403776
192809,281837975	5,27698323585676	2,87380962999532
196845,052487251	5,27587593088951	2,5575047483855
200965,297517522	5,27472908430672	2,24244495345072
205171,785096921	5,27354100612272	1,92848826530087
209466,320403833	5,27230991476209	1,61549370464317
213850,746401581	5,27103393577844	1,30332120979067
218326,944629312	5,26971110028261	0,991831555846258
222896,836009445	5,26833934308924	0,680886275963449
227562,38167202	5,26691650058859	0,370347584592536
232325,583796298	5,26544030835022	0,060078302625101
237188,486469982	5,26390839846314	-0,25005821564336
242153,176566417	5,26231829661652	-0,560198153808909
247221,784640155	5,26066741892376	-0,870477302981694
252396,485841266	5,25895306849185	-1,18103112980064
257679,500848782	5,25717243173717	-1,49199484289944
263073,096823687	5,25532257444789	-1,80350345787752
268579,588381844	5,25340043759218	-2,11569186082526
274201,338587297	5,25140283287134	-2,42869487044621
279940,759966361	5,24932643801521	-2,7426472988159
285800,315542931	5,24716779181759	-3,05768401080919
291782,519895474	5,24492328890793	-3,37393998222528
297889,940236137	5,24258917425544	-3,69155035663283
304125,197512443	5,24016153740097	-4,01065050095316
310490,967532048	5,2376363064113	-4,3313760597937
316989,982111045	5,23500924155046	-4,65386300853957
323625,030246297	5,23227592866137	-4,97824770520426
330398,959312308	5,22943177225137	-5,30466694103622
337314,676283156	5,22647198827433	-5,63325798987254
344375,148979991	5,22339159660143	-5,96415865622379
351583,407344655	5,22018541317281	-6,29750732207021
358942,54473995	5,21684804182118	-6,63344299234192
366455,719277134	5,2133738657587	-6,97210533905038
374126,155171194	5,20975703871759	-7,31363474403198
381957,144124491	5,2059914757349	-7,65817234025726
389952,046739366	5,2020708435713	-8,00586005165364
398114,293960318	5,19798855075356	-8,35684063138166
406447,388546358	5,19373773723015	-8,71125769849702
414954,906574191	5,18931126362897	-9,06925577292434
423640,498972861	5,18470170010612	-9,43098030865936
432507,893090515	5,17990131477447	-9,79657772510828
441560,894293962	5,17490206170029	-10,1661954364649
450803,387601711	5,16969556845671	-10,5399818790163
460239,339351202	5,16427312322199	-10,9180865362584
469872,798900917	5,15862566141116	-11,3006599616942
479707,900368131	5,15274375182918	-11,6878537991745
489748,864403038	5,14661758233413	-12,0798208006332
500000	5,14023694499893	-12,4767148410555
