10000.000	1.000	3.084	-1.7
12286.254	1.000	3.087	-2.0
15095.203	1.000	3.084	-3.0
18546.349	0.998	3.078	-4.0
22786.514	0.995	3.071	-5.0
27996.089	1.000	3.089	-7.1
34396.705	1.000	3.084	-11.0
42260.664	1.000	3.116	-18.0
51922.523	1.002	2.875	-33.8
63793.329	1.001	2.388	-51.0
78378.101	1.002	1.936	-65.0
96297.323	1.000	1.574	-75.0
118313.332	1.003	1.256	-85.0
145362.760	1.001	0.992	-93.0
178596.373	1.002	98999999999999993426744560981400092672.000	-55.0
219428.032	1.002	98999999999999993426744560981400092672.000	-63.0
269594.844	1.002	98999999999999993426744560981400092672.000	-69.0
331231.062	1.004	98999999999999993426744560981400092672.000	-77.0
406958.881	1.000	98999999999999993426744560981400092672.000	-81.0
500000.000	1.000	98999999999999993426744560981400092672.000	268.0
