100.000	1.040	0.304	123.0
148.735	1.020	0.252	-159.0
221.222	1.030	0.222	151.0
329.034	1.030	0.227	50.0
489.390	1.030	0.253	100.0
727.895	1.030	0.229	98999999999999993426744560981400092672.0
1082.637	1.030	0.308	-100.0
1610.262	1.030	0.238	98999999999999993426744560981400092672.0
2395.027	1.030	0.089	135.0
3562.248	1.030	0.320	135.0
5298.317	1.030	0.376	72.0
7880.463	1.030	0.533	134.1
11721.023	1.030	0.720	112.7
17433.288	1.020	1.190	90.2
25929.438	1.020	1.630	62.4
38566.204	1.030	1.770	41.9
57361.525	1.030	1.900	26.5
85316.785	1.020	1.920	15.4
126896.100	1.030	1.940	7.9
188739.182	1.030	1.930	0.7
280721.620	1.030	1.920	-6.8
417531.894	1.020	1.940	-13.5
621016.942	1.030	1.900	-24.6
923670.857	1.010	1.860	-37.0
1373823.796	1.020	1.710	-58.0
2043359.718	1.010	1.420	-87.0
3039195.382	1.010	1.030	-120.0
4520353.656	0.980	0.650	-159.0
6723357.536	0.980	0.390	155.0
10000000.000	0.930	0.270	110.0
