Rf		R3		Freq_tr(Hz)		V_tr(V)		DC_tr(V)		Freq_sq(Hz)		V_sq(V)		DC_sq(V)		Phase(deg)		t_rise_tr(s)		t_fall_tr(s)		t_rise_sq(s)		t_fall_sq(s)	top_tr(V)	base_tr(V)	top_sq(V)	base_sq(V)
0		85		787.40		7.5600		5.2540		787.60		8.1900		4.9497		92.70		0.000455		0.000545		0.000026		0.000027		8.7800		1.1500		8.6300		0.5700
1		80		787.60		7.5600		5.2540		787.90		8.1900		4.8861		91.40		0.000458		0.000539		0.000026		0.000027		8.7800		1.2200		8.6300		0.5700
3		75		785.70		7.5000		5.2670		785.20		8.1900		4.8742		91.90		0.000462		0.000543		0.000027		0.000027		8.7100		1.2800		8.6300		0.5700
5		70		783.90		7.4300		5.2750		783.00		8.1900		4.8703		92.20		0.000462		0.000552		0.000026		0.000027		8.7800		1.2800		8.6300		0.5700
7		65		780.80		7.5000		5.2880		781.00		8.1900		4.8703		92.40		0.000471		0.000547		0.000027		0.000027		8.7100		1.3500		8.6300		0.5700
10		60		775.70		7.3600		5.2880		776.40		8.1900		4.8623		92.30		0.000471		0.000550		0.000026		0.000027		8.7100		1.3500		8.6300		0.5700
12		55		775.70		7.3000		5.3000		775.40		8.1900		4.8861		91.50		0.000470		0.000560		0.000026		0.000027		8.7100		1.4200		8.6300		0.5700
14		50		774.70		7.3000		5.3000		775.70		8.1900		4.8861		91.10		0.000481		0.000567		0.000027		0.000027		8.7100		1.4200		8.6300		0.5700
16		45		776.40		7.3000		5.3000		776.60		8.3200		4.8941		90.90		0.000478		0.000572		0.000027		0.000027		8.7100		1.4800		8.6300		0.5700
19		40		774.20		7.2300		5.2960		774.70		8.1900		4.8822		90.70		0.000483		0.000574		0.000026		0.000027		8.7100		1.4800		8.6300		0.5700
21		35		776.60		7.1600		5.2960		776.20		8.1900		4.8981		89.50		0.000490		0.000577		0.000026		0.000027		8.7100		1.5500		8.6300		0.5700
24		30		774.20		7.1000		5.2830		775.00		8.3200		4.8822		90.60		0.000485		0.000571		0.000026		0.000027		8.6500		1.5500		8.6300		0.5700
26		25		777.10		7.0300		5.2880		776.90		8.1900		4.8981		88.80		0.000480		0.000558		0.000027		0.000027		8.6500		1.6100		8.6300		0.5700
29		20		776.20		6.9600		5.2750		775.70		8.1900		4.8822		90.80		0.000482		0.000572		0.000026		0.000027		8.5800		1.6100		8.6300		0.5700
32		15		774.70		6.8300		5.2750		775.40		8.2600		4.8822		90.70		0.000477		0.000568		0.000026		0.000028		8.5100		1.6800		8.6300		0.5700
34		10		778.10		6.8300		5.2750		778.60		8.3200		4.9020		90.30		0.000482		0.000566		0.000026		0.000027		8.5100		1.6800		8.6300		0.5700
37		5		781.00		6.7000		5.2670		779.50		8.2600		4.8861		90.90		0.000478		0.000557		0.000027		0.000027		8.4500		1.7500		8.6300		0.5700
40		0		783.20		6.6300		5.2630		781.70		8.2600		4.8703		90.60		0.000485		0.000561		0.000026		0.000027		8.4500		1.7500		8.6300		0.5700
