Rf		R3		Freq_tr(Hz)		V_tr(V)		DC_tr(V)		Freq_sq(Hz)		V_sq(V)		DC_sq(V)		Phase(deg)		t_rise_tr(s)		t_fall_tr(s)		t_rise_sq(s)		t_fall_sq(s)	top_tr(V)	base_tr(V)	top_sq(V)	base_sq(V)
0		245		689.10		8.5600		4.7569		689.10		8.1900		4.9457		90.30		0.000526		0.000626		0.000026		0.000027		8.7800		0.1600		8.6300		0.5700
0		240		692.30		8.5600		4.7735		691.80		8.2600		4.8981		90.30		0.000532		0.000626		0.000026		0.000027		8.7800		0.2200		8.6300		0.5700
2		235		687.90		8.5600		4.7817		687.90		8.2600		4.8623		91.00		0.000531		0.000633		0.000027		0.000027		8.7800		0.2900		8.6300		0.5700
3		230		687.00		8.4200		4.7983		687.40		8.1900		4.8822		91.30		0.000534		0.000628		0.000027		0.000027		8.7800		0.2900		8.6300		0.5700
5		225		684.90		8.4900		4.8108		684.00		8.2600		4.8703		91.70		0.000533		0.000628		0.000027		0.000027		8.7800		0.2900		8.6300		0.5700
7		220		680.30		8.4200		4.8273		680.50		8.1900		4.8623		91.80		0.000538		0.000629		0.000026		0.000027		8.7100		0.3500		8.6300		0.5700
8		215		679.70		8.3600		4.8439		680.30		8.2600		4.8901		92.10		0.000538		0.000638		0.000026		0.000027		8.7800		0.3500		8.6300		0.5700
10		210		677.00		8.2900		4.8564		677.10		8.2600		4.8703		90.90		0.000534		0.000637		0.000026		0.000027		8.7100		0.4200		8.6300		0.5700
12		205		674.20		8.2300		4.8729		674.00		8.3200		4.8663		91.50		0.000540		0.000646		0.000027		0.000027		8.7800		0.4200		8.6300		0.5700
13		200		673.70		8.2900		4.8895		673.70		8.1900		4.8822		93.30		0.000542		0.000633		0.000026		0.000028		8.7800		0.4900		8.6300		0.5700
15		195		670.80		8.2300		4.9061		670.80		8.2600		4.8663		90.70		0.000539		0.000638		0.000026		0.000027		8.7800		0.5500		8.6300		0.5700
17		190		667.70		8.2300		4.9227		667.70		8.1900		4.8703		92.40		0.000536		0.000638		0.000026		0.000027		8.7100		0.5500		8.6300		0.5700
19		185		665.40		8.0900		4.9351		664.90		8.2600		4.8663		90.90		0.000544		0.000642		0.000026		0.000027		8.7100		0.5500		8.6300		0.5700
21		180		663.30		8.0900		4.9476		662.10		8.1900		4.8663		91.30		0.000542		0.000641		0.000026		0.000027		8.7100		0.6200		8.6300		0.5700
22		175		662.30		8.0300		4.9642		661.90		8.1900		4.8782		91.80		0.000545		0.000637		0.000026		0.000028		8.7100		0.6900		8.6300		0.5700
24		170		659.30		8.0900		4.9766		659.40		8.3200		4.8663		92.40		0.000545		0.000640		0.000026		0.000027		8.7100		0.6900		8.6300		0.5700
26		165		656.30		7.9600		4.9932		656.50		8.3200		4.8703		91.10		0.000548		0.000656		0.000026		0.000027		8.7800		0.6900		8.6300		0.5700
28		160		653.40		8.0300		5.0098		653.80		8.3200		4.8703		91.30		0.000560		0.000664		0.000027		0.000027		8.7100		0.7500		8.6300		0.5700
30		155		650.70		7.9600		5.0222		651.40		8.3200		4.8742		91.80		0.000558		0.000667		0.000026		0.000027		8.7100		0.7500		8.6300		0.5700
32		150		649.40		7.8900		5.0388		649.20		8.2600		4.8782		90.50		0.000563		0.000664		0.000026		0.000028		8.7100		0.8200		8.6300		0.5700
34		145		647.70		7.8300		5.0554		647.30		8.3200		4.8703		92.80		0.000565		0.000664		0.000026		0.000027		8.7100		0.8800		8.6300		0.5700
