Rf		R3		Freq_tr(Hz)		V_tr(V)		DC_tr(V)		Freq_sq(Hz)		V_sq(V)		DC_sq(V)		Phase(deg)		t_rise_tr(s)		t_fall_tr(s)		t_rise_sq(s)		t_fall_sq(s)	top_tr(V)	base_tr(V)	top_sq(V)	base_sq(V)
19		255		630.30		8.5600		4.7154		629.90		8.2600		4.8266		90.50		0.000587		0.000683		0.000026		0.000028		8.7800		0.1600		8.6300		0.5700
21		250		627.00		8.5600		4.7320		626.90		8.2600		4.8703		89.70		0.000592		0.000693		0.000026		0.000027		8.7800		0.1600		8.6300		0.5700
22		245		626.10		8.4900		4.7486		626.30		8.2600		4.8861		91.20		0.000582		0.000696		0.000026		0.000027		8.7100		0.2200		8.6300		0.5700
24		240		623.30		8.5600		4.7610		623.60		8.2600		4.8742		91.90		0.000588		0.000684		0.000026		0.000027		8.7100		0.2200		8.6300		0.5700
26		235		620.80		8.4200		4.7776		620.70		8.2600		4.8782		90.40		0.000586		0.000698		0.000026		0.000027		8.7100		0.2900		8.6300		0.5700
28		230		617.30		8.4200		4.7900		618.00		8.2600		4.8782		90.60		0.000592		0.000703		0.000026		0.000027		8.7100		0.2900		8.6300		0.5700
29		225		617.00		8.4900		4.8066		618.00		8.2600		4.8981		90.70		0.000588		0.000692		0.000026		0.000027		8.7100		0.3500		8.6300		0.5700
31		220		615.50		8.3600		4.8191		615.60		8.2600		4.8861		91.20		0.000591		0.000701		0.000027		0.000027		8.7100		0.3500		8.6300		0.5700
33		215		613.50		8.2900		4.8356		613.60		8.2600		4.8782		90.20		0.000588		0.000700		0.000026		0.000027		8.7100		0.4200		8.6300		0.5700
35		210		611.80		8.2900		4.8522		611.80		8.2600		4.8782		90.70		0.000596		0.000710		0.000027		0.000027		8.7800		0.4200		8.6300		0.5700
37		205		610.30		8.2900		4.8688		610.30		8.2600		4.8742		90.90		0.000591		0.000698		0.000027		0.000027		8.7100		0.4900		8.6300		0.5700
39		200		609.10		8.2300		4.8812		609.30		8.2600		4.8703		91.50		0.000605		0.000702		0.000026		0.000027		8.7100		0.5500		8.6300		0.5700
