Rf		Freq_tr(Hz)		V_tr(V)		DC_tr(V)		Freq_sq(Hz)		V_sq(V)		DC_sq(V)		Phase(deg)		t_rise_tr(s)		t_fall_tr(s)		t_rise_sq(s)		t_fall_sq(s)	top_tr(V)	base_tr(V)	top_sq(V)	base_sq(V)
255		534.90		6.9600		5.3490		534.80		8.3500		4.0670		120.10		0.000934		0.000604		0.000022		0.000026		8.5400		1.5100		8.6700		0.5100
250		537.50		7.0300		5.2616		537.50		8.3500		3.7230		119.60		0.000924		0.000600		0.000022		0.000026		8.5400		1.5800		8.6700		0.5100
245		540.40		7.0300		5.2616		540.80		8.3500		3.7513		119.00		0.000926		0.000609		0.000022		0.000026		8.5400		1.5100		8.6700		0.5100
240		543.80		6.9600		5.2658		544.20		8.2800		3.7756		118.40		0.000913		0.000607		0.000023		0.000026		8.5400		1.5100		8.6700		0.5100
235		547.60		7.0300		5.2658		547.40		8.3500		3.7958		117.60		0.000909		0.000606		0.000022		0.000026		8.5400		1.5800		8.6700		0.5100
230		550.90		6.9600		5.2616		551.00		8.2800		3.8120		117.40		0.000894		0.000609		0.000023		0.000026		8.5400		1.5100		8.6700		0.5100
225		554.20		6.9600		5.2658		554.60		8.2800		3.8403		116.90		0.000874		0.000602		0.000023		0.000027		8.5400		1.5100		8.6700		0.5100
220		557.70		6.9600		5.2658		557.90		8.3500		3.8646		116.50		0.000882		0.000599		0.000023		0.000026		8.5400		1.5800		8.6700		0.5100
215		560.90		6.9600		5.2658		561.70		8.2800		3.8848		115.60		0.000858		0.000609		0.000023		0.000027		8.5400		1.5100		8.6700		0.5100
210		565.10		7.0300		5.2699		565.40		8.2800		3.9172		115.30		0.000855		0.000605		0.000023		0.000027		8.5400		1.5100		8.6700		0.5100
205		568.80		6.9600		5.2658		569.00		8.2800		3.9333		114.90		0.000837		0.000606		0.000024		0.000027		8.5400		1.5100		8.6700		0.5100
200		572.50		6.9600		5.2699		572.60		8.2800		3.9576		114.30		0.000828		0.000597		0.000024		0.000027		8.5400		1.5800		8.6700		0.5100
195		577.00		6.9600		5.2699		576.60		8.2800		3.9819		113.60		0.000817		0.000597		0.000025		0.000028		8.5400		1.5800		8.6700		0.5100
190		580.20		6.9600		5.2699		580.30		8.3500		4.0021		113.10		0.000815		0.000600		0.000024		0.000027		8.5400		1.5800		8.6700		0.5100
185		584.90		7.0300		5.2699		584.20		8.2800		4.0304		112.40		0.000796		0.000600		0.000024		0.000028		8.5400		1.5800		8.6700		0.5100
180		587.30		7.0300		5.2699		588.20		8.3500		4.0506		112.00		0.000785		0.000598		0.000025		0.000027		8.5400		1.5800		8.6700		0.5100
175		592.40		7.0300		5.2741		592.10		8.2800		4.0871		111.70		0.000787		0.000599		0.000025		0.000028		8.5400		1.5800		8.6700		0.5100
170		595.90		6.9600		5.2741		596.20		8.2800		4.1073		110.60		0.000764		0.000602		0.000025		0.000027		8.5400		1.5800		8.6700		0.5100
165		600.10		6.9600		5.2741		600.20		8.2800		4.1356		108.30		0.000774		0.000606		0.000025		0.000027		8.5400		1.5800		8.6700		0.5100
160		604.70		7.0300		5.2741		604.40		8.3500		4.1599		109.40		0.000754		0.000600		0.000025		0.000027		8.5400		1.5800		8.6700		0.5100
155		608.60		6.9600		5.2741		608.70		8.2800		4.1882		106.80		0.000746		0.000604		0.000025		0.000027		8.6100		1.5800		8.6700		0.5100
150		613.30		6.9600		5.2782		613.00		8.3500		4.2205		106.30		0.000728		0.000599		0.000026		0.000028		8.6100		1.5800		8.6700		0.5100
145		616.70		7.0300		5.2782		617.30		8.3500		4.2448		107.70		0.000725		0.000608		0.000026		0.000028		8.6100		1.5100		8.6700		0.5100
140		621.60		7.0300		5.2782		621.70		8.2800		4.2772		104.80		0.000716		0.000606		0.000026		0.000028		8.6100		1.5800		8.6700		0.5100
135		626.10		7.0300		5.2782		626.30		8.3500		4.3055		104.60		0.000705		0.000605		0.000026		0.000027		8.6100		1.5800		8.6700		0.5100
130		631.30		7.0300		5.2824		630.70		8.2800		4.3338		103.50		0.000694		0.000602		0.000026		0.000028		8.6100		1.5800		8.6700		0.5100
125		635.30		7.0300		5.2824		635.30		8.3500		4.3662		103.00		0.000684		0.000602		0.000026		0.000028		8.6100		1.5800		8.6700		0.5100
120		639.40		7.0300		5.2824		639.90		8.3500		4.3985		102.30		0.000674		0.000604		0.000026		0.000027		8.6100		1.5800		8.6700		0.5100
115		644.30		7.0300		5.2865		644.80		8.3500		4.4309		101.70		0.000664		0.000608		0.000026		0.000028		8.6100		1.5800		8.6700		0.5100
110		649.70		7.0300		5.2865		649.50		8.3500		4.4592		101.20		0.000650		0.000606		0.000026		0.000027		8.6100		1.5800		8.6700		0.5100
105		654.10		7.0300		5.2865		654.30		8.2800		4.4916		99.80		0.000643		0.000600		0.000026		0.000027		8.6100		1.6400		8.6700		0.5100
100		659.10		7.0300		5.2906		659.10		8.3500		4.5239		99.30		0.000624		0.000603		0.000026		0.000028		8.6100		1.6400		8.6700		0.5100
95		663.70		6.9600		5.2906		664.20		8.2800		4.5563		98.80		0.000622		0.000594		0.000026		0.000028		8.6100		1.5800		8.6700		0.5100
90		669.70		6.9600		5.2906		669.20		8.2800		4.5927		98.40		0.000604		0.000599		0.000026		0.000027		8.6100		1.6400		8.6700		0.5100
85		675.10		6.9600		5.2948		674.40		8.2800		4.6210		97.30		0.000595		0.000608		0.000026		0.000027		8.6100		1.6400		8.6700		0.5100
80		678.80		7.0300		5.2948		679.50		8.2800		4.6574		96.80		0.000584		0.000603		0.000026		0.000027		8.6100		1.6400		8.6700		0.5800
75		684.40		7.0300		5.2989		684.90		8.3500		4.6979		94.40		0.000582		0.000604		0.000026		0.000027		8.6700		1.6400		8.6700		0.5800
70		689.50		6.9600		5.2989		690.40		8.3500		4.7302		95.00		0.000561		0.000600		0.000026		0.000027		8.6100		1.6400		8.6700		0.5800
65		697.40		7.1000		5.3031		695.80		8.2800		4.7707		94.40		0.000570		0.000613		0.000026		0.000027		8.6700		1.5800		8.6700		0.5800
60		702.00		7.1000		5.3031		701.80		8.2800		4.7950		93.80		0.000557		0.000612		0.000026		0.000028		8.6700		1.5800		8.6700		0.5800
