10.000	1.001	0.001	98999999999999993426744560981400092672.0
16.103	1.000	0.000	98999999999999993426744560981400092672.0
25.929	1.001	0.000	65.6
41.753	1.001	0.001	98999999999999993426744560981400092672.0
67.234	1.002	0.001	272.0
108.264	1.002	0.001	-83.0
174.333	1.002	0.002	-82.0
280.722	1.003	0.002	117.0
452.035	1.003	0.003	-101.0
727.895	1.003	0.006	-92.0
1172.102	1.003	0.011	-169.0
1887.392	1.002	0.020	-168.0
3039.195	1.003	0.052	-165.0
4893.901	1.003	0.143	-152.0
7880.463	1.003	0.347	-134.0
12689.610	1.003	0.745	-110.0
20433.597	1.000	1.268	-79.0
32903.446	1.002	1.637	-50.0
52983.169	1.006	1.802	-29.6
85316.785	1.004	1.872	-17.0
137382.380	1.006	1.889	-6.0
221221.629	1.006	1.898	2.0
356224.789	1.008	1.886	11.0
573615.251	1.004	1.871	22.0
923670.857	1.001	1.808	39.0
1487352.107	0.996	1.644	62.0
2395026.620	0.989	1.251	100.0
3856620.421	0.981	0.765	146.0
6210169.419	0.964	0.419	-164.0
10000000.000	0.931	0.293	-110.0
