100.000	1.002	0.003	82.0
140.653	1.003	0.002	64.0
197.832	1.002	0.002	-91.0
278.256	1.002	0.003	16.0
391.375	1.003	0.004	16.0
550.479	1.003	0.006	-88.0
774.264	1.003	0.008	-145.0
1089.023	1.003	0.012	-159.0
1531.740	1.003	0.019	-169.0
2154.435	1.003	0.032	-168.0
3030.271	1.003	0.059	-162.0
4262.159	1.003	0.112	-158.0
5994.843	1.005	0.215	-146.0
8431.909	1.004	0.394	-132.0
11859.710	1.003	0.704	-114.0
16681.005	1.003	1.067	-93.0
23462.288	0.997	1.401	-69.0
33000.348	1.004	1.671	-49.0
46415.888	1.005	1.774	-34.0
65285.211	1.008	1.843	-24.0
91825.428	1.006	1.880	-15.0
129154.967	1.008	1.894	-7.0
181659.979	1.006	1.905	-2.0
255509.709	1.009	1.893	5.0
359381.366	1.007	1.893	11.0
505479.682	1.009	1.886	18.0
710970.943	1.004	1.851	28.0
1000000.000	1.003	1.796	42.0
