100.000	1.002	0.002	68.0
155.052	1.003	0.001	-221.0
240.410	1.003	0.001	140.0
372.759	1.003	0.004	64.0
577.969	1.003	0.006	-91.0
896.151	1.003	0.009	-160.0
1389.495	1.003	0.016	-166.0
2154.435	1.003	0.032	-168.0
3340.485	1.004	0.072	-163.0
5179.475	1.005	0.165	-150.0
8030.857	1.003	0.363	-134.0
12451.971	1.004	0.743	-111.0
19306.977	1.003	1.224	-82.0
29935.773	1.002	1.588	-54.0
46415.888	1.004	1.763	-34.0
71968.567	1.005	1.850	-20.0
111588.399	1.007	1.883	-11.2
173019.574	1.005	1.894	-2.0
268269.580	1.006	1.895	5.0
415956.216	1.005	1.883	14.0
644946.677	1.005	1.864	24.0
1000000.000	1.000	1.793	42.0
