Frequency (Hz),Amplitude
207.138061761,-135.9999918079999
207.51953148799998,-135.999991807583
207.90100121499998,-135.99999180799844
208.282470942,-135.99999180799998
208.663940669,-135.99999170368727
209.045410396,1.2335410892779718e+20
209.426880123,-135.99999180799387
209.80834984999998,-135.9999918079999
210.18981957699998,-135.99999180789916
210.57128930399998,-135.99999180799844
210.952759031,-135.99999180799998
211.334228758,-135.99999180799838
211.715698485,1.2335410892779718e+20
212.09716821199999,-135.99999180799387
212.47863793899998,-135.9999918079999
212.86010766599998,-135.9999913949697
213.241577393,-135.99999180799844
213.62304712,-135.99999180799998
214.004516847,-135.9999918079937
214.385986574,1.2335410892779718e+20
214.76745630099998,-135.99999180799387
215.14892602799998,-135.9999918079999
215.530395755,-135.9999918079984
215.911865482,-135.99999180799844
216.293335209,-135.99999180799998
216.674804936,-135.99999178221117
217.05627466299998,1.2335410892779718e+20
217.43774438999998,-135.99999180799387
217.819214117,-135.9999918079999
218.200683844,-135.99999180799838
218.582153571,-135.99999180799844
218.963623298,-135.99999180799998
219.34509302499998,-135.99999180797468
219.72656275199998,1.2335410892779718e+20
220.108032479,-135.99999180799387
220.489502206,-135.9999918079999
220.870971933,-135.99999180631386
221.25244166,-135.99999180799844
221.63391138699998,-135.99999180799998
222.01538111399998,-135.99999180799367
222.396850841,1.2335410892779718e+20
222.778320568,-135.99999180799387
223.159790295,-135.9999918079999
223.541260022,-135.99999180758982
223.92272974899998,-135.99999180799844
224.30419947599998,-135.99999180799998
224.68566920299997,-135.9999917820668
225.06713893,1.2335410892779718e+20
225.448608657,-135.99999180799387
225.830078384,-135.9999918079999
226.21154811099998,-135.9999918079934
226.59301783799998,-135.99999180799844
226.97448756499998,-135.99999180799998
227.355957292,-135.99999180144366
227.737427019,1.2335410892779718e+20
228.118896746,-135.99999180799387
228.50036647299999,-135.9999918079999
228.88183619999998,-135.99999180799844
229.26330592699998,-135.99999180799844
229.644775654,-135.99999180799998
