Frequency(Hz)	Amplitude
1.927566530530999898e+03	-1.051699897599999787e+02
1.927948000257999865e+03	-1.051699894033887688e+02
1.928329469984999832e+03	1.048509875360427868e+20
1.928710939711999799e+03	-1.051699897599948059e+02
1.929092409438999994e+03	-1.051699897599999218e+02
1.929473879165999961e+03	-1.051699897585899635e+02
1.929855348892999928e+03	-1.051699897599986855e+02
1.930236818619999895e+03	-1.051699897599999787e+02
1.930618288346999861e+03	-1.051699897379596678e+02
1.930999758073999828e+03	1.048509875360427868e+20
1.931381227800999795e+03	-1.051699897599948059e+02
1.931762697527999990e+03	-1.051699897599999218e+02
1.932144167254999957e+03	-1.051699896702520078e+02
1.932525636981999924e+03	-1.051699897599986855e+02
1.932907106708999891e+03	-1.051699897599999787e+02
1.933288576435999857e+03	-1.051699897599944791e+02
1.933670046162999824e+03	1.048509875360427868e+20
1.934051515889999791e+03	-1.051699897599948059e+02
1.934432985616999986e+03	-1.051699897599999218e+02
1.934814455343999953e+03	-1.051699897596552233e+02
1.935195925070999920e+03	-1.051699897599986855e+02
1.935577394797999887e+03	-1.051699897599999787e+02
1.935958864524999854e+03	-1.051699897596420499e+02
1.936340334251999820e+03	1.048509875360427868e+20
1.936721803979000015e+03	-1.051699897599948059e+02
1.937103273705999982e+03	-1.051699897599999218e+02
1.937484743432999949e+03	-1.051699897599944649e+02
1.937866213159999916e+03	-1.051699897599986855e+02
1.938247682886999883e+03	-1.051699897599999787e+02
1.938629152613999850e+03	-1.051699896713264764e+02
1.939010622340999817e+03	1.048509875360427868e+20
1.939392092068000011e+03	-1.051699897599948059e+02
1.939773561794999978e+03	-1.051699897599999218e+02
1.940155031521999945e+03	-1.051699897599986429e+02
1.940536501248999912e+03	-1.051699897599986855e+02
1.940917970975999879e+03	-1.051699897599999787e+02
1.941299440702999846e+03	-1.051699897599778808e+02
1.941680910429999813e+03	1.048509875360427868e+20
1.942062380157000007e+03	-1.051699897599948059e+02
1.942443849883999974e+03	-1.051699897599999218e+02
1.942825319610999941e+03	-1.051699897596590887e+02
1.943206789337999908e+03	-1.051699897599986855e+02
1.943588259064999875e+03	-1.051699897599999787e+02
1.943969728791999842e+03	-1.051699897599783640e+02
1.944351198518999809e+03	1.048509875360427868e+20
1.944732668246000003e+03	-1.051699897599948059e+02
1.945114137972999970e+03	-1.051699897599999218e+02
1.945495607699999937e+03	-1.051699897545453695e+02
1.945877077426999904e+03	-1.051699897599986855e+02
1.946258547153999871e+03	-1.051699897599999787e+02
1.946640016880999838e+03	-1.051699893934394794e+02
1.947021486607999805e+03	1.048509875360427868e+20
1.947402956334999999e+03	-1.051699897599948059e+02
1.947784426061999966e+03	-1.051699897599999218e+02
1.948165895788999933e+03	-1.051699897599986286e+02
1.948547365515999900e+03	-1.051699897599986855e+02
1.948928835242999867e+03	-1.051699897599999787e+02
1.949310304969999834e+03	-1.051699897585913135e+02
1.949691774696999801e+03	1.048509875360427868e+20
1.950073244423999995e+03	-1.051699897599948059e+02
1.950454714150999962e+03	-1.051699897599999218e+02
1.950836183877999929e+03	-1.051699897599944933e+02
1.951217653604999896e+03	-1.051699897599986855e+02
1.951599123331999863e+03	-1.051699897599999787e+02
1.951980593058999830e+03	-1.051699897599119709e+02
1.952362062785999797e+03	1.048509875360427868e+20
1.952743532512999991e+03	-1.051699897599948059e+02
1.953125002239999958e+03	-1.051699897599999218e+02
1.953506471966999925e+03	-1.051699897586286170e+02
1.953887941693999892e+03	-1.051699897599986855e+02
1.954269411420999859e+03	-1.051699897599999787e+02
1.954650881147999826e+03	-1.051699897599986286e+02
1.955032350874999793e+03	1.048509875360427868e+20
1.955413820601999987e+03	-1.051699897599948059e+02
1.955795290328999954e+03	-1.051699897599999218e+02
1.956176760055999921e+03	-1.051699897585667713e+02
1.956558229782999888e+03	-1.051699897599986855e+02
1.956939699509999855e+03	-1.051699897599999787e+02
1.957321169236999822e+03	-1.051699897586146619e+02
1.957702638963999789e+03	1.048509875360427868e+20
1.958084108690999983e+03	-1.051699897599948059e+02
1.958465578417999950e+03	-1.051699897599999218e+02
1.958847048144999917e+03	-1.051699897599946212e+02
1.959228517871999884e+03	-1.051699897599986855e+02
1.959609987598999851e+03	-1.051699897599999787e+02
1.959991457325999818e+03	-1.051699897599946496e+02
1.960372927053000012e+03	1.048509875360427868e+20
1.960754396779999979e+03	-1.051699897599948059e+02
1.961135866506999946e+03	-1.051699897599999218e+02
1.961517336233999913e+03	-1.051699894049661310e+02
1.961898805960999880e+03	-1.051699897599986855e+02
1.962280275687999847e+03	-1.051699897599999787e+02
1.962661745414999814e+03	-1.051699897377122852e+02
1.963043215142000008e+03	1.048509875360427868e+20
1.963424684868999975e+03	-1.051699897599948059e+02
1.963806154595999942e+03	-1.051699897599999218e+02
1.964187624322999909e+03	-1.051699897599114024e+02
1.964569094049999876e+03	-1.051699897599986855e+02
1.964950563776999843e+03	-1.051699897599999787e+02
1.965332033503999810e+03	-1.051699897542728621e+02
1.965713503231000004e+03	1.048509875360427868e+20
1.966094972957999971e+03	-1.051699897599948059e+02
1.966476442684999938e+03	-1.051699897599999218e+02
1.966857912411999905e+03	-1.051699897599780940e+02
1.967239382138999872e+03	-1.051699897599986855e+02
1.967620851865999839e+03	-1.051699897599999787e+02
1.968002321592999806e+03	-1.051699897544587543e+02
1.968383791320000000e+03	1.048509875360427868e+20
1.968765261046999967e+03	-1.051699897599948059e+02
1.969146730773999934e+03	-1.051699897599999218e+02
1.969528200500999901e+03	-1.051699897599123688e+02
1.969909670227999868e+03	-1.051699897599986855e+02
1.970291139954999835e+03	-1.051699897599999787e+02
1.970672609681999802e+03	-1.051699897599986144e+02
1.971054079408999996e+03	1.048509875360427868e+20
1.971435549135999963e+03	-1.051699897599948059e+02
1.971817018862999930e+03	-1.051699897599999218e+02
1.972198488589999897e+03	-1.051699897596494253e+02
1.972579958316999864e+03	-1.051699897599986855e+02
1.972961428043999831e+03	-1.051699897599999787e+02
1.973342897770999798e+03	-1.051699897596574971e+02
1.973724367497999992e+03	1.048509875360427868e+20
1.974105837224999959e+03	-1.051699897599948059e+02
1.974487306951999926e+03	-1.051699897599999218e+02
1.974868776678999893e+03	-1.051699897599780940e+02
1.975250246405999860e+03	-1.051699897599986855e+02
1.975631716132999827e+03	-1.051699897599999787e+02
1.976013185859999794e+03	-1.051699897379577351e+02
1.976394655586999988e+03	1.048509875360427868e+20
1.976776125313999955e+03	-1.051699897599948059e+02
1.977157595040999922e+03	-1.051699897599999218e+02
1.977539064767999889e+03	-1.051699897599986144e+02
1.977920534494999856e+03	-1.051699897599986855e+02
1.978302004221999823e+03	-1.051699897599999787e+02
1.978683473948999790e+03	-1.051699897378350101e+02
1.979064943675999984e+03	1.048509875360427868e+20
1.979446413402999951e+03	-1.051699897599948059e+02
1.979827883129999918e+03	-1.051699897599999218e+02
1.980209352856999885e+03	-1.051699896682729474e+02
1.980590822583999852e+03	-1.051699897599986855e+02
1.980972292310999819e+03	-1.051699897599999787e+02
1.981353762037999786e+03	-1.051699897585991721e+02
1.981735231764999980e+03	1.048509875360427868e+20
1.982116701491999947e+03	-1.051699897599948059e+02
1.982498171218999914e+03	-1.051699897599999218e+02
1.982879640945999881e+03	-1.051699897543598325e+02
1.983261110672999848e+03	-1.051699897599986855e+02
1.983642580399999815e+03	-1.051699897599999787e+02
1.984024050127000010e+03	-1.051699897585680930e+02
1.984405519853999976e+03	1.048509875360427868e+20
1.984786989580999943e+03	-1.051699897599948059e+02
1.985168459307999910e+03	-1.051699897599999218e+02
1.985549929034999877e+03	-1.051699897586131556e+02
1.985931398761999844e+03	-1.051699897599986855e+02
1.986312868488999811e+03	-1.051699897599999787e+02
1.986694338216000006e+03	-1.051699897599986429e+02
1.987075807942999973e+03	1.048509875360427868e+20
1.987457277669999939e+03	-1.051699897599948059e+02
1.987838747396999906e+03	-1.051699897599999218e+02
1.988220217123999873e+03	-1.051699896712415381e+02
1.988601686850999840e+03	-1.051699897599986855e+02
1.988983156577999807e+03	-1.051699897599999787e+02
1.989364626305000002e+03	-1.051699897599119709e+02
1.989746096031999969e+03	1.048509875360427868e+20
1.990127565758999935e+03	-1.051699897599948059e+02
1.990509035485999902e+03	-1.051699897599999218e+02
1.990890505212999869e+03	-1.051699897586208863e+02
1.991271974939999836e+03	-1.051699897599986855e+02
1.991653444666999803e+03	-1.051699897599999787e+02
1.992034914393999998e+03	-1.051699897599139035e+02
1.992416384120999965e+03	1.048509875360427868e+20
1.992797853847999932e+03	-1.051699897599948059e+02
1.993179323574999898e+03	-1.051699897599999218e+02
1.993560793301999865e+03	-1.051699897599946496e+02
1.993942263028999832e+03	-1.051699897599986855e+02
1.994323732755999799e+03	-1.051699897599999787e+02
1.994705202482999994e+03	-1.051699897380814264e+02
1.995086672209999961e+03	1.048509875360427868e+20
1.995468141936999928e+03	-1.051699897599948059e+02
1.995849611663999895e+03	-1.051699897599999218e+02
1.996231081390999861e+03	-1.051699897599945501e+02
1.996612551117999828e+03	-1.051699897599986855e+02
1.996994020844999795e+03	-1.051699897599999787e+02
1.997375490571999990e+03	-1.051699897374634531e+02
1.997756960298999957e+03	1.048509875360427868e+20
1.998138430025999924e+03	-1.051699897599948059e+02
1.998519899752999891e+03	-1.051699897599999218e+02
1.998901369479999858e+03	-1.051699893990289496e+02
1.999282839206999824e+03	-1.051699897599986855e+02
1.999664308933999791e+03	-1.051699897599999787e+02
2.000045778660999986e+03	-1.051699897542728621e+02
2.000427248387999953e+03	1.048509875360427868e+20
2.000808718114999920e+03	-1.051699897599948059e+02
2.001190187841999887e+03	-1.051699897599999218e+02
2.001571657568999854e+03	-1.051699897599986144e+02
2.001953127295999820e+03	-1.051699897599986855e+02
2.002334597022999787e+03	-1.051699897599999787e+02
2.002716066749999982e+03	-1.051699893934703738e+02
2.003097536476999949e+03	1.048509875360427868e+20
2.003479006203999916e+03	-1.051699897599948059e+02
2.003860475930999883e+03	-1.051699897599999218e+02
2.004241945657999850e+03	-1.051699897585822328e+02
2.004623415384999817e+03	-1.051699897599986855e+02
2.005004885112000011e+03	-1.051699897599999787e+02
2.005386354838999978e+03	-1.051699897599986571e+02
2.005767824565999945e+03	1.048509875360427868e+20
2.006149294292999912e+03	-1.051699897599948059e+02
2.006530764019999879e+03	-1.051699897599999218e+02
2.006912233746999846e+03	-1.051699897599986571e+02
2.007293703473999813e+03	-1.051699897599986855e+02
2.007675173201000007e+03	-1.051699897599999787e+02
2.008056642927999974e+03	-1.051699897599986429e+02
2.008438112654999941e+03	1.048509875360427868e+20
2.008819582381999908e+03	-1.051699897599948059e+02
2.009201052108999875e+03	-1.051699897599999218e+02
2.009582521835999842e+03	-1.051699897599143014e+02
2.009963991562999809e+03	-1.051699897599986855e+02
2.010345461290000003e+03	-1.051699897599999787e+02
2.010726931016999970e+03	-1.051699897585990442e+02
2.011108400743999937e+03	1.048509875360427868e+20
2.011489870470999904e+03	-1.051699897599948059e+02
2.011871340197999871e+03	-1.051699897599999218e+02
2.012252809924999838e+03	-1.051699897586208863e+02
2.012634279651999805e+03	-1.051699897599986855e+02
2.013015749378999999e+03	-1.051699897599999787e+02
2.013397219105999966e+03	-1.051699897599779945e+02
2.013778688832999933e+03	1.048509875360427868e+20
2.014160158559999900e+03	-1.051699897599948059e+02
2.014541628286999867e+03	-1.051699897599999218e+02
2.014923098013999834e+03	-1.051699894109033124e+02
2.015304567740999801e+03	-1.051699897599986855e+02
2.015686037467999995e+03	-1.051699897599999787e+02
2.016067507194999962e+03	-1.051699897382027160e+02
2.016448976921999929e+03	1.048509875360427868e+20
2.016830446648999896e+03	-1.051699897599948059e+02
2.017211916375999863e+03	-1.051699897599999218e+02
2.017593386102999830e+03	-1.051699896717363032e+02
2.017974855829999797e+03	-1.051699897599986855e+02
2.018356325556999991e+03	-1.051699897599999787e+02
2.018737795283999958e+03	-1.051699897596594582e+02
2.019119265010999925e+03	1.048509875360427868e+20
2.019500734737999892e+03	-1.051699897599948059e+02
2.019882204464999859e+03	-1.051699897599999218e+02
2.020263674191999826e+03	-1.051699897599143014e+02
2.020645143918999793e+03	-1.051699897599986855e+02
2.021026613645999987e+03	-1.051699897599999787e+02
2.021408083372999954e+03	-1.051699897599944364e+02
2.021789553099999921e+03	1.048509875360427868e+20
2.022171022826999888e+03	-1.051699897599948059e+02
2.022552492553999855e+03	-1.051699897599999218e+02
2.022933962280999822e+03	-1.051699897599986571e+02
2.023315432007999789e+03	-1.051699897599986855e+02
2.023696901734999983e+03	-1.051699897599999787e+02
2.024078371461999950e+03	-1.051699896718232168e+02
2.024459841188999917e+03	1.048509875360427868e+20
2.024841310915999884e+03	-1.051699897599948059e+02
2.025222780642999851e+03	-1.051699897599999218e+02
2.025604250369999818e+03	-1.051699897373156176e+02
2.025985720096999785e+03	-1.051699897599986855e+02
2.026367189823999979e+03	-1.051699897599999787e+02
2.026748659550999946e+03	-1.051699894033269800e+02
2.027130129277999913e+03	1.048509875360427868e+20
2.027511599004999880e+03	-1.051699897599948059e+02
2.027893068731999847e+03	-1.051699897599999218e+02
2.028274538458999814e+03	-1.051699897586286170e+02
2.028656008186000008e+03	-1.051699897599986855e+02
2.029037477912999975e+03	-1.051699897599999787e+02
2.029418947639999942e+03	-1.051699897380819237e+02
2.029800417366999909e+03	1.048509875360427868e+20
2.030181887093999876e+03	-1.051699897599948059e+02
2.030563356820999843e+03	-1.051699897599999218e+02
2.030944826547999810e+03	-1.051699894010080101e+02
2.031326296275000004e+03	-1.051699897599986855e+02
2.031707766001999971e+03	-1.051699897599999787e+02
2.032089235728999938e+03	-1.051699897599777529e+02
2.032470705455999905e+03	1.048509875360427868e+20
2.032852175182999872e+03	-1.051699897599948059e+02
2.033233644909999839e+03	-1.051699897599999218e+02
2.033615114636999806e+03	-1.051699897599986429e+02
2.033996584364000000e+03	-1.051699897599986855e+02
2.034378054090999967e+03	-1.051699897599999787e+02
2.034759523817999934e+03	-1.051699896683752939e+02
2.035140993544999901e+03	1.048509875360427868e+20
2.035522463271999868e+03	-1.051699897599948059e+02
2.035903932998999835e+03	-1.051699897599999218e+02
2.036285402725999802e+03	-1.051699897599777387e+02
2.036666872452999996e+03	-1.051699897599986855e+02
2.037048342179999963e+03	-1.051699897599999787e+02
2.037429811906999930e+03	-1.051699897585991721e+02
2.037811281633999897e+03	1.048509875360427868e+20
2.038192751360999864e+03	-1.051699897599948059e+02
2.038574221087999831e+03	-1.051699897599999218e+02
2.038955690814999798e+03	-1.051699897542979869e+02
2.039337160541999992e+03	-1.051699897599986855e+02
2.039718630268999959e+03	-1.051699897599999787e+02
2.040100099995999926e+03	-1.051699897586067749e+02
2.040481569722999893e+03	1.048509875360427868e+20
2.040863039449999860e+03	-1.051699897599948059e+02
2.041244509176999827e+03	-1.051699897599999218e+02
2.041625978903999794e+03	-1.051699897599944364e+02
2.042007448630999988e+03	-1.051699897599986855e+02
2.042388918357999955e+03	-1.051699897599999787e+02
2.042770388084999922e+03	-1.051699897599787192e+02
2.043151857811999889e+03	1.048509875360427868e+20
2.043533327538999856e+03	-1.051699897599948059e+02
2.043914797265999823e+03	-1.051699897599999218e+02
2.044296266992999790e+03	-1.051699897585976942e+02
2.044677736719999984e+03	-1.051699897599986855e+02
2.045059206446999951e+03	-1.051699897599999787e+02
2.045440676173999918e+03	-1.051699897596555928e+02
2.045822145900999885e+03	1.048509875360427868e+20
2.046203615627999852e+03	-1.051699897599948059e+02
2.046585085354999819e+03	-1.051699897599999218e+02
2.046966555081999786e+03	-1.051699897599128519e+02
2.047348024808999980e+03	-1.051699897599986855e+02
2.047729494535999947e+03	-1.051699897599999787e+02
2.048110964262999914e+03	-1.051699897599946496e+02
2.048492433989999881e+03	1.048509875360427868e+20
2.048873903716999848e+03	-1.051699897599948059e+02
2.049255373443999815e+03	-1.051699897599999218e+02
2.049636843170999782e+03	-1.051699897586054249e+02
2.050018312897999749e+03	-1.051699897599986855e+02
2.050399782624999716e+03	-1.051699897599999787e+02
2.050781252351999683e+03	-1.051699897599946212e+02
2.051162722079000105e+03	1.048509875360427868e+20
2.051544191806000072e+03	-1.051699897599948059e+02
2.051925661533000039e+03	-1.051699897599999218e+02
2.052307131260000006e+03	-1.051699897599778524e+02
2.052688600986999973e+03	-1.051699897599986855e+02
2.053070070713999939e+03	-1.051699897599999787e+02
2.053451540440999906e+03	-1.051699897599781224e+02
2.053833010167999873e+03	1.048509875360427868e+20
2.054214479894999840e+03	-1.051699897599948059e+02
2.054595949621999807e+03	-1.051699897599999218e+02
2.054977419348999774e+03	-1.051699897373156176e+02
2.055358889075999741e+03	-1.051699897599986855e+02
2.055740358802999708e+03	-1.051699897599999787e+02
2.056121828529999675e+03	-1.051699896703485564e+02
2.056503298257000097e+03	1.048509875360427868e+20
2.056884767984000064e+03	-1.051699897599948059e+02
2.057266237711000031e+03	-1.051699897599999218e+02
2.057647707437999998e+03	-1.051699897599782219e+02
2.058029177164999965e+03	-1.051699897599986855e+02
2.058410646891999932e+03	-1.051699897599999787e+02
2.058792116618999898e+03	-1.051699897596556070e+02
2.059173586345999865e+03	1.048509875360427868e+20
2.059555056072999832e+03	-1.051699897599948059e+02
2.059936525799999799e+03	-1.051699897599999218e+02
2.060317995526999766e+03	-1.051699897599986144e+02
2.060699465253999733e+03	-1.051699897599986855e+02
2.061080934980999700e+03	-1.051699897599999787e+02
2.061462404708000122e+03	-1.051699897596575681e+02
2.061843874435000089e+03	1.048509875360427868e+20
2.062225344162000056e+03	-1.051699897599948059e+02
2.062606813889000023e+03	-1.051699897599999218e+02
2.062988283615999990e+03	-1.051699897599109192e+02
2.063369753342999957e+03	-1.051699897599986855e+02
2.063751223069999924e+03	-1.051699897599999787e+02
2.064132692796999891e+03	-1.051699896693590688e+02
2.064514162523999858e+03	1.048509875360427868e+20
2.064895632250999824e+03	-1.051699897599948059e+02
2.065277101977999791e+03	-1.051699897599999218e+02
2.065658571704999758e+03	-1.051699897586208863e+02
2.066040041431999725e+03	-1.051699897599986855e+02
2.066421511158999692e+03	-1.051699897599999787e+02
2.066802980886000114e+03	-1.051699896688661795e+02
2.067184450613000081e+03	1.048509875360427868e+20
2.067565920340000048e+03	-1.051699897599948059e+02
2.067947390067000015e+03	-1.051699897599999218e+02
2.068328859793999982e+03	-1.051699897599946212e+02
2.068710329520999949e+03	-1.051699897599986855e+02
2.069091799247999916e+03	-1.051699897599999787e+02
2.069473268974999883e+03	-1.051699897596420783e+02
2.069854738701999850e+03	1.048509875360427868e+20
2.070236208428999817e+03	-1.051699897599948059e+02
2.070617678155999783e+03	-1.051699897599999218e+02
2.070999147882999750e+03	-1.051699897543907554e+02
2.071380617609999717e+03	-1.051699897599986855e+02
2.071762087336999684e+03	-1.051699897599999787e+02
2.072143557064000106e+03	-1.051699897599986286e+02
2.072525026791000073e+03	1.048509875360427868e+20
2.072906496518000040e+03	-1.051699897599948059e+02
2.073287966245000007e+03	-1.051699897599999218e+02
2.073669435971999974e+03	-1.051699897599143014e+02
2.074050905698999941e+03	-1.051699897599986855e+02
2.074432375425999908e+03	-1.051699897599999787e+02
2.074813845152999875e+03	-1.051699897373387955e+02
2.075195314879999842e+03	1.048509875360427868e+20
2.075576784606999809e+03	-1.051699897599948059e+02
2.075958254333999776e+03	-1.051699897599999218e+02
2.076339724060999743e+03	-1.051699897599986429e+02
2.076721193787999709e+03	-1.051699897599986855e+02
2.077102663514999676e+03	-1.051699897599999787e+02
2.077484133242000098e+03	-1.051699897382027160e+02
2.077865602969000065e+03	1.048509875360427868e+20
2.078247072696000032e+03	-1.051699897599948059e+02
2.078628542422999999e+03	-1.051699897599999218e+02
2.079010012149999966e+03	-1.051699897596416946e+02
2.079391481876999933e+03	-1.051699897599986855e+02
2.079772951603999900e+03	-1.051699897599999787e+02
2.080154421330999867e+03	-1.051699897370933598e+02
2.080535891057999834e+03	1.048509875360427868e+20
2.080917360784999801e+03	-1.051699897599948059e+02
2.081298830511999768e+03	-1.051699897599999218e+02
2.081680300238999735e+03	-1.051699897599779803e+02
2.082061769965999702e+03	-1.051699897599986855e+02
2.082443239692999668e+03	-1.051699897599999787e+02
2.082824709420000090e+03	-1.051699897599143867e+02
2.083206179147000057e+03	1.048509875360427868e+20
2.083587648874000024e+03	-1.051699897599948059e+02
2.083969118600999991e+03	-1.051699897599999218e+02
2.084350588327999958e+03	-1.051699897599787050e+02
2.084732058054999925e+03	-1.051699897599986855e+02
2.085113527781999892e+03	-1.051699897599999787e+02
2.085494997508999859e+03	-1.051699897382046487e+02
2.085876467235999826e+03	1.048509875360427868e+20
2.086257936962999793e+03	-1.051699897599948059e+02
2.086639406689999760e+03	-1.051699897599999218e+02
2.087020876416999727e+03	-1.051699897596436273e+02
2.087402346143999694e+03	-1.051699897599986855e+02
2.087783815871000115e+03	-1.051699897599999787e+02
2.088165285598000082e+03	-1.051699896713284659e+02
2.088546755325000049e+03	1.048509875360427868e+20
2.088928225052000016e+03	-1.051699897599948059e+02
2.089309694778999983e+03	-1.051699897599999218e+02
2.089691164505999950e+03	-1.051699897585899635e+02
2.090072634232999917e+03	-1.051699897599986855e+02
2.090454103959999884e+03	-1.051699897599999787e+02
2.090835573686999851e+03	-1.051699896703485564e+02
2.091217043413999818e+03	1.048509875360427868e+20
2.091598513140999785e+03	-1.051699897599948059e+02
2.091979982867999752e+03	-1.051699897599999218e+02
2.092361452594999719e+03	-1.051699896692624776e+02
2.092742922321999686e+03	-1.051699897599986855e+02
2.093124392049000107e+03	-1.051699897599999787e+02
2.093505861776000074e+03	-1.051699896688584488e+02
2.093887331503000041e+03	1.048509875360427868e+20
2.094268801230000008e+03	-1.051699897599948059e+02
2.094650270956999975e+03	-1.051699897599999218e+02
2.095031740683999942e+03	-1.051699897599780940e+02
2.095413210410999909e+03	-1.051699897599986855e+02
2.095794680137999876e+03	-1.051699897599999787e+02
2.096176149864999843e+03	-1.051699896708433073e+02
2.096557619591999810e+03	1.048509875360427868e+20
2.096939089318999777e+03	-1.051699897599948059e+02
2.097320559045999744e+03	-1.051699897599999218e+02
2.097702028772999711e+03	-1.051699897544216782e+02
2.098083498499999678e+03	-1.051699897599986855e+02
2.098464968227000099e+03	-1.051699897599999787e+02
2.098846437954000066e+03	-1.051699897596516990e+02
2.099227907681000033e+03	1.048509875360427868e+20
2.099609377408000000e+03	-1.051699897599948059e+02
2.099990847134999967e+03	-1.051699897599999218e+02
2.100372316861999934e+03	-1.051699897381814566e+02
2.100753786588999901e+03	-1.051699897599986855e+02
2.101135256315999868e+03	-1.051699897599999787e+02
2.101516726042999835e+03	-1.051699897599986713e+02
2.101898195769999802e+03	1.048509875360427868e+20
2.102279665496999769e+03	-1.051699897599948059e+02
2.102661135223999736e+03	-1.051699897599999218e+02
2.103042604950999703e+03	-1.051699897542670641e+02
2.103424074677999670e+03	-1.051699897599986855e+02
2.103805544405000092e+03	-1.051699897599999787e+02
2.104187014132000058e+03	-1.051699897375852117e+02
2.104568483859000025e+03	1.048509875360427868e+20
2.104949953585999992e+03	-1.051699897599948059e+02
2.105331423312999959e+03	-1.051699897599999218e+02
2.105712893039999926e+03	-1.051699894029870705e+02
2.106094362766999893e+03	-1.051699897599986855e+02
2.106475832493999860e+03	-1.051699897599999787e+02
2.106857302220999827e+03	-1.051699894013479906e+02
2.107238771947999794e+03	1.048509875360427868e+20
2.107620241674999761e+03	-1.051699897599948059e+02
2.108001711401999728e+03	-1.051699897599999218e+02
2.108383181128999695e+03	-1.051699897374393089e+02
2.108764650856000117e+03	-1.051699897599986855e+02
2.109146120583000084e+03	-1.051699897599999787e+02
2.109527590310000051e+03	-1.051699897378330775e+02
2.109909060037000017e+03	1.048509875360427868e+20
2.110290529763999984e+03	-1.051699897599948059e+02
2.110671999490999951e+03	-1.051699897599999218e+02
2.111053469217999918e+03	-1.051699897373156176e+02
2.111434938944999885e+03	-1.051699897599986855e+02
2.111816408671999852e+03	-1.051699897599999787e+02
2.112197878398999819e+03	-1.051699897599785913e+02
2.112579348125999786e+03	1.048509875360427868e+20
2.112960817852999753e+03	-1.051699897599948059e+02
2.113342287579999720e+03	-1.051699897599999218e+02
2.113723757306999687e+03	-1.051699896682729474e+02
2.114105227034000109e+03	-1.051699897599986855e+02
2.114486696761000076e+03	-1.051699897599999787e+02
2.114868166488000043e+03	-1.051699897599139035e+02
2.115249636215000010e+03	1.048509875360427868e+20
2.115631105941999976e+03	-1.051699897599948059e+02
2.116012575668999943e+03	-1.051699897599999218e+02
2.116394045395999910e+03	-1.051699897599946212e+02
2.116775515122999877e+03	-1.051699897599986855e+02
2.117156984849999844e+03	-1.051699897599999787e+02
2.117538454576999811e+03	-1.051699897596536886e+02
2.117919924303999778e+03	1.048509875360427868e+20
2.118301394030999745e+03	-1.051699897599948059e+02
2.118682863757999712e+03	-1.051699897599999218e+02
2.119064333484999679e+03	-1.051699897599785771e+02
2.119445803212000101e+03	-1.051699897599986855e+02
2.119827272939000068e+03	-1.051699897599999787e+02
2.120208742666000035e+03	-1.051699896698538055e+02
2.120590212393000002e+03	1.048509875360427868e+20
2.120971682119999969e+03	-1.051699897599948059e+02
2.121353151846999936e+03	-1.051699897599999218e+02
2.121734621573999902e+03	-1.051699897599143014e+02
2.122116091300999869e+03	-1.051699897599986855e+02
2.122497561027999836e+03	-1.051699897599999787e+02
2.122879030754999803e+03	-1.051699897543971503e+02
2.123260500481999770e+03	1.048509875360427868e+20
2.123641970208999737e+03	-1.051699897599948059e+02
2.124023439935999704e+03	-1.051699897599999218e+02
2.124404909662999671e+03	-1.051699897599986571e+02
2.124786379390000093e+03	-1.051699897599986855e+02
2.125167849117000060e+03	-1.051699897599999787e+02
2.125549318844000027e+03	-1.051699897599946496e+02
2.125930788570999994e+03	1.048509875360427868e+20
2.126312258297999961e+03	-1.051699897599948059e+02
2.126693728024999928e+03	-1.051699897599999218e+02
2.127075197751999895e+03	-1.051699897599114024e+02
2.127456667478999861e+03	-1.051699897599986855e+02
2.127838137205999828e+03	-1.051699897599999787e+02
2.128219606932999795e+03	-1.051699896723295495e+02
2.128601076659999762e+03	1.048509875360427868e+20
2.128982546386999729e+03	-1.051699897599948059e+02
2.129364016113999696e+03	-1.051699897599999218e+02
2.129745485841000118e+03	-1.051699894069451915e+02
2.130126955568000085e+03	-1.051699897599986855e+02
2.130508425295000052e+03	-1.051699897599999787e+02
2.130889895022000019e+03	-1.051699896708471726e+02
2.131271364748999986e+03	1.048509875360427868e+20
2.131652834475999953e+03	-1.051699897599948059e+02
2.132034304202999920e+03	-1.051699897599999218e+02
2.132415773929999887e+03	-1.051699897544216782e+02
2.132797243656999854e+03	-1.051699897599986855e+02
2.133178713383999821e+03	-1.051699897599999787e+02
2.133560183110999787e+03	-1.051699897586144772e+02
2.133941652837999754e+03	1.048509875360427868e+20
2.134323122564999721e+03	-1.051699897599948059e+02
2.134704592291999688e+03	-1.051699897599999218e+02
2.135086062019000110e+03	-1.051699897378103827e+02
2.135467531746000077e+03	-1.051699897599986855e+02
2.135849001473000044e+03	-1.051699897599999787e+02
2.136230471200000011e+03	-1.051699897585991721e+02
2.136611940926999978e+03	1.048509875360427868e+20
2.136993410653999945e+03	-1.051699897599948059e+02
2.137374880380999912e+03	-1.051699897599999218e+02
2.137756350107999879e+03	-1.051699897599986571e+02
2.138137819834999846e+03	-1.051699897599986855e+02
2.138519289561999813e+03	-1.051699897599999787e+02
2.138900759288999780e+03	-1.051699894093183048e+02
2.139282229015999746e+03	1.048509875360427868e+20
2.139663698742999713e+03	-1.051699897599948059e+02
2.140045168469999680e+03	-1.051699897599999218e+02
2.140426638197000102e+03	-1.051699897543598325e+02
2.140808107924000069e+03	-1.051699897599986855e+02
2.141189577651000036e+03	-1.051699897599999787e+02
2.141571047378000003e+03	-1.051699897599115019e+02
