Frequency(Hz)	Amplitude(dBV)
1.638412e+03	-4.010000e+03
1.638794e+03	-4.029000e+03
1.639175e+03	2.056900e+04
1.639557e+03	-2.040500e+04
1.639938e+03	-3.268400e+04
1.640320e+03	-8.103000e+03
1.640701e+03	4.150000e+03
1.641083e+03	-2.448700e+04
1.641464e+03	-4.012000e+03
1.641846e+03	-2.450200e+04
1.642227e+03	1.647400e+04
1.642609e+03	4.162000e+03
1.642990e+03	4.185000e+03
1.643372e+03	-2.038800e+04
1.643753e+03	8.265000e+03
1.644135e+03	1.647100e+04
1.644516e+03	-8.117000e+03
1.644897e+03	-2.039500e+04
1.645279e+03	4.189000e+03
1.645660e+03	-1.221800e+04
1.646042e+03	-3.268100e+04
1.646423e+03	2.056800e+04
1.646805e+03	-1.222500e+04
1.647186e+03	-2.858500e+04
1.647568e+03	-2.040900e+04
1.647949e+03	-2.858400e+04
1.648331e+03	-2.039000e+04
1.648712e+03	-4.049000e+03
1.649094e+03	1.647500e+04
1.649475e+03	2.875500e+04
1.649857e+03	-1.630100e+04
1.650238e+03	-8.099000e+03
1.650620e+03	-1.631400e+04
1.651001e+03	9.200000e+01
1.651382e+03	-3.267500e+04
1.651764e+03	1.234400e+04
1.652145e+03	-2.038800e+04
1.652527e+03	8.600000e+01
1.652908e+03	1.646900e+04
1.653290e+03	-2.858100e+04
1.653671e+03	2.052600e+04
1.654053e+03	-2.038600e+04
1.654434e+03	-2.448400e+04
1.654816e+03	1.235600e+04
1.655197e+03	-2.448400e+04
1.655579e+03	-4.020000e+03
1.655960e+03	1.237800e+04
1.656342e+03	-2.038700e+04
1.656723e+03	-1.225700e+04
1.657104e+03	1.647700e+04
1.657486e+03	1.237500e+04
1.657867e+03	4.181000e+03
1.658249e+03	-4.002000e+03
1.658630e+03	-4.028000e+03
1.659012e+03	-4.004000e+03
1.659393e+03	-4.004000e+03
1.659775e+03	-2.450700e+04
1.660156e+03	-1.629000e+04
1.660538e+03	-2.859100e+04
1.660919e+03	9.200000e+01
1.661301e+03	9.700000e+01
1.661682e+03	-1.222000e+04
1.662064e+03	-1.628900e+04
1.662445e+03	2.466700e+04
1.662827e+03	-2.858900e+04
1.663208e+03	8.290000e+03
1.663589e+03	-8.112000e+03
1.663971e+03	8.285000e+03
1.664352e+03	-8.097000e+03
1.664734e+03	4.166000e+03
1.665115e+03	2.467400e+04
1.665497e+03	1.647400e+04
1.665878e+03	4.185000e+03
1.666260e+03	4.195000e+03
1.666641e+03	7.100000e+01
1.667023e+03	-2.038400e+04
1.667404e+03	8.287000e+03
1.667786e+03	2.056300e+04
1.668167e+03	-3.266700e+04
1.668549e+03	-3.267900e+04
1.668930e+03	2.057400e+04
1.669312e+03	2.877200e+04
1.669693e+03	-2.861300e+04
1.670074e+03	2.467500e+04
1.670456e+03	-2.857800e+04
1.670837e+03	-1.629600e+04
1.671219e+03	8.294000e+03
1.671600e+03	1.646600e+04
1.671982e+03	1.648200e+04
1.672363e+03	2.877100e+04
1.672745e+03	2.056000e+04
1.673126e+03	2.877600e+04
1.673508e+03	-2.038500e+04
1.673889e+03	1.238200e+04
1.674271e+03	2.877500e+04
1.674652e+03	-1.631500e+04
1.675034e+03	2.467900e+04
1.675415e+03	1.238900e+04
1.675797e+03	-3.268100e+04
1.676178e+03	-1.627900e+04
1.676559e+03	8.282000e+03
1.676941e+03	8.294000e+03
1.677322e+03	-2.037500e+04
1.677704e+03	1.645100e+04
1.678085e+03	-2.856500e+04
1.678467e+03	-1.628400e+04
1.678848e+03	-1.628600e+04
1.679230e+03	-1.217900e+04
1.679611e+03	2.466100e+04
1.679993e+03	4.204000e+03
1.680374e+03	-3.266000e+04
1.680756e+03	-2.448900e+04
1.681137e+03	-2.446400e+04
1.681519e+03	-2.037800e+04
1.681900e+03	-3.992000e+03
1.682281e+03	4.209000e+03
1.682663e+03	-4.024000e+03
1.683044e+03	2.468900e+04
1.683426e+03	-3.265800e+04
1.683807e+03	2.467700e+04
1.684189e+03	-8.075000e+03
1.684570e+03	4.199000e+03
1.684952e+03	1.240100e+04
1.685333e+03	2.878900e+04
1.685715e+03	-2.858800e+04
1.686096e+03	8.313000e+03
1.686478e+03	4.210000e+03
1.686859e+03	4.210000e+03
1.687241e+03	4.221000e+03
1.687622e+03	9.700000e+01
1.688004e+03	8.318000e+03
1.688385e+03	2.470200e+04
1.688766e+03	2.059200e+04
1.689148e+03	-2.034600e+04
1.689529e+03	4.220000e+03
1.689911e+03	4.230000e+03
1.690292e+03	2.471900e+04
1.690674e+03	-1.630400e+04
1.691055e+03	8.348000e+03
1.691437e+03	-2.441000e+04
1.691818e+03	-2.440900e+04
1.692200e+03	-8.033000e+03
1.692581e+03	-1.625400e+04
1.692963e+03	8.333000e+03
1.693344e+03	1.652200e+04
1.693726e+03	8.301000e+03
1.694107e+03	2.880600e+04
1.694489e+03	-3.264600e+04
1.694870e+03	1.240900e+04
1.695251e+03	-2.444900e+04
1.695633e+03	-1.219700e+04
1.696014e+03	-1.626200e+04
1.696396e+03	-1.626600e+04
1.696777e+03	-3.992000e+03
1.697159e+03	1.240900e+04
1.697540e+03	4.201000e+03
1.697922e+03	-1.217600e+04
1.698303e+03	2.878700e+04
1.698685e+03	2.056200e+04
1.699066e+03	4.212000e+03
1.699448e+03	-3.266000e+04
1.699829e+03	1.648600e+04
1.700211e+03	2.059300e+04
1.700592e+03	2.876000e+04
1.700974e+03	-1.218000e+04
1.701355e+03	1.080000e+02
1.701736e+03	-2.039300e+04
1.702118e+03	-3.987000e+03
1.702499e+03	-3.267100e+04
1.702881e+03	-8.091000e+03
1.703262e+03	-3.266100e+04
1.703644e+03	2.872600e+04
1.704025e+03	8.298000e+03
1.704407e+03	2.467700e+04
1.704788e+03	-2.858100e+04
1.705170e+03	2.058600e+04
1.705551e+03	8.281000e+03
1.705933e+03	8.292000e+03
1.706314e+03	8.295000e+03
1.706696e+03	-4.044000e+03
1.707077e+03	1.010000e+02
1.707458e+03	-2.858100e+04
1.707840e+03	8.286000e+03
1.708221e+03	-2.857000e+04
1.708603e+03	-1.221100e+04
1.708984e+03	-3.267100e+04
1.709366e+03	2.467200e+04
1.709747e+03	-1.630600e+04
1.710129e+03	1.648300e+04
1.710510e+03	-3.268300e+04
1.710892e+03	9.300000e+01
1.711273e+03	-2.857500e+04
1.711655e+03	-3.270700e+04
1.712036e+03	1.647900e+04
1.712418e+03	2.056800e+04
1.712799e+03	8.279000e+03
1.713181e+03	1.238500e+04
1.713562e+03	-2.040600e+04
1.713943e+03	1.238000e+04
1.714325e+03	2.876300e+04
1.714706e+03	-8.117000e+03
1.715088e+03	-2.038500e+04
1.715469e+03	-2.449500e+04
1.715851e+03	-3.267800e+04
1.716232e+03	-1.219300e+04
1.716614e+03	-2.451900e+04
1.716995e+03	-1.629100e+04
1.717377e+03	-3.267900e+04
1.717758e+03	2.056100e+04
1.718140e+03	-2.857600e+04
1.718521e+03	2.056300e+04
1.718903e+03	8.700000e+01
1.719284e+03	9.200000e+01
1.719666e+03	4.900000e+01
1.720047e+03	2.466800e+04
1.720428e+03	2.056700e+04
1.720810e+03	-1.630900e+04
1.721191e+03	2.057000e+04
1.721573e+03	6.600000e+01
1.721954e+03	1.647300e+04
1.722336e+03	1.237800e+04
1.722717e+03	-2.452100e+04
1.723099e+03	2.876200e+04
1.723480e+03	2.466000e+04
1.723862e+03	1.646100e+04
1.724243e+03	8.700000e+01
1.724625e+03	-3.271400e+04
1.725006e+03	-3.268300e+04
1.725388e+03	1.237200e+04
1.725769e+03	4.160000e+03
1.726151e+03	2.875500e+04
1.726532e+03	-8.129000e+03
1.726913e+03	4.179000e+03
1.727295e+03	1.646900e+04
1.727676e+03	-4.033000e+03
1.728058e+03	-2.039900e+04
1.728439e+03	-4.028000e+03
1.728821e+03	-1.630700e+04
1.729202e+03	-4.015000e+03
1.729584e+03	-8.131000e+03
1.729965e+03	8.700000e+01
1.730347e+03	-1.220700e+04
1.730728e+03	-4.019000e+03
1.731110e+03	1.647200e+04
1.731491e+03	-2.860300e+04
1.731873e+03	-4.012000e+03
1.732254e+03	2.876200e+04
1.732636e+03	-8.120000e+03
1.733017e+03	1.236600e+04
1.733398e+03	-1.630700e+04
1.733780e+03	4.160000e+03
1.734161e+03	-1.220800e+04
1.734543e+03	-2.860600e+04
1.734924e+03	-1.631400e+04
1.735306e+03	6.900000e+01
1.735687e+03	-4.025000e+03
1.736069e+03	4.180000e+03
1.736450e+03	-2.860100e+04
1.736832e+03	2.055300e+04
1.737213e+03	7.900000e+01
1.737595e+03	-8.154000e+03
1.737976e+03	-1.630500e+04
1.738358e+03	-2.040400e+04
1.738739e+03	2.873700e+04
1.739120e+03	-2.040800e+04
1.739502e+03	-2.450800e+04
1.739883e+03	8.279000e+03
1.740265e+03	-8.108000e+03
1.740646e+03	1.232300e+04
1.741028e+03	1.646400e+04
1.741409e+03	7.100000e+01
1.741791e+03	-2.450600e+04
1.742172e+03	2.465300e+04
1.742554e+03	8.244000e+03
1.742935e+03	2.875400e+04
1.743317e+03	8.271000e+03
1.743698e+03	-2.861100e+04
1.744080e+03	1.236900e+04
1.744461e+03	1.645300e+04
1.744843e+03	2.055700e+04
1.745224e+03	-2.449500e+04
1.745605e+03	-1.223000e+04
1.745987e+03	4.166000e+03
1.746368e+03	-4.032000e+03
1.746750e+03	-2.040200e+04
1.747131e+03	-1.220600e+04
1.747513e+03	1.644200e+04
1.747894e+03	-1.630800e+04
1.748276e+03	2.874800e+04
1.748657e+03	1.235700e+04
1.749039e+03	2.875500e+04
1.749420e+03	-8.118000e+03
1.749802e+03	-2.450600e+04
1.750183e+03	-3.268800e+04
1.750565e+03	4.160000e+03
1.750946e+03	-1.630800e+04
1.751328e+03	2.055700e+04
1.751709e+03	-1.633800e+04
1.752090e+03	8.263000e+03
1.752472e+03	-2.451800e+04
1.752853e+03	4.172000e+03
1.753235e+03	2.055700e+04
1.753616e+03	8.250000e+03
1.753998e+03	-1.630600e+04
1.754379e+03	2.874600e+04
1.754761e+03	2.873200e+04
1.755142e+03	1.646100e+04
1.755524e+03	-1.221800e+04
1.755905e+03	-2.042300e+04
1.756287e+03	-1.224700e+04
1.756668e+03	2.874300e+04
1.757050e+03	1.236700e+04
1.757431e+03	2.054800e+04
1.757813e+03	2.464300e+04
1.758194e+03	-1.631300e+04
1.758575e+03	4.300000e+01
1.758957e+03	-2.860100e+04
1.759338e+03	1.644200e+04
1.759720e+03	2.874500e+04
1.760101e+03	-2.859100e+04
1.760483e+03	4.167000e+03
1.760864e+03	-3.270900e+04
1.761246e+03	8.253000e+03
1.761627e+03	1.645400e+04
1.762009e+03	-3.268700e+04
1.762390e+03	7.400000e+01
1.762772e+03	2.463500e+04
1.763153e+03	2.465100e+04
1.763535e+03	-2.452100e+04
1.763916e+03	1.235800e+04
1.764297e+03	-2.860000e+04
1.764679e+03	-8.124000e+03
1.765060e+03	-8.115000e+03
1.765442e+03	2.464500e+04
1.765823e+03	1.645200e+04
1.766205e+03	1.236400e+04
1.766586e+03	-2.452100e+04
1.766968e+03	-4.027000e+03
1.767349e+03	7.500000e+01
1.767731e+03	1.234300e+04
1.768112e+03	2.463500e+04
1.768494e+03	8.254000e+03
1.768875e+03	-1.632300e+04
1.769257e+03	8.250000e+03
1.769638e+03	1.643000e+04
1.770020e+03	-1.222800e+04
1.770401e+03	3.500000e+01
1.770782e+03	-3.269900e+04
1.771164e+03	2.464600e+04
1.771545e+03	1.643500e+04
1.771927e+03	-3.270000e+04
1.772308e+03	-2.451500e+04
1.772690e+03	8.255000e+03
1.773071e+03	2.464600e+04
1.773453e+03	-4.046000e+03
1.773834e+03	7.100000e+01
1.774216e+03	8.266000e+03
1.774597e+03	-3.271000e+04
1.774979e+03	2.872400e+04
1.775360e+03	1.233200e+04
1.775742e+03	4.164000e+03
1.776123e+03	-1.631300e+04
1.776505e+03	4.153000e+03
1.776886e+03	-4.036000e+03
1.777267e+03	-2.861700e+04
1.777649e+03	2.464300e+04
1.778030e+03	-2.449900e+04
1.778412e+03	-2.450400e+04
1.778793e+03	-4.043000e+03
1.779175e+03	4.151000e+03
1.779556e+03	2.054500e+04
1.779938e+03	-1.631600e+04
1.780319e+03	-8.135000e+03
1.780701e+03	6.600000e+01
1.781082e+03	-1.632200e+04
1.781464e+03	6.300000e+01
1.781845e+03	2.465600e+04
1.782227e+03	4.175000e+03
1.782608e+03	-2.451900e+04
1.782990e+03	2.054300e+04
1.783371e+03	1.235000e+04
1.783752e+03	-2.451100e+04
1.784134e+03	-1.222100e+04
1.784515e+03	-3.272300e+04
1.784897e+03	-1.221800e+04
1.785278e+03	4.160000e+03
1.785660e+03	-1.632300e+04
1.786041e+03	8.266000e+03
1.786423e+03	-3.271400e+04
1.786804e+03	1.646300e+04
1.787186e+03	2.466300e+04
1.787567e+03	8.400000e+01
1.787949e+03	-2.450400e+04
1.788330e+03	2.054000e+04
1.788712e+03	2.463600e+04
1.789093e+03	-8.128000e+03
1.789474e+03	-2.043300e+04
1.789856e+03	6.500000e+01
1.790237e+03	4.169000e+03
1.790619e+03	1.235300e+04
1.791000e+03	1.641800e+04
1.791382e+03	-2.043100e+04
1.791763e+03	4.154000e+03
1.792145e+03	2.055300e+04
1.792526e+03	2.874600e+04
1.792908e+03	8.254000e+03
1.793289e+03	1.642300e+04
1.793671e+03	-2.861400e+04
1.794052e+03	-2.043600e+04
1.794434e+03	-2.862000e+04
1.794815e+03	5.800000e+01
1.795197e+03	1.643900e+04
1.795578e+03	-4.042000e+03
1.795959e+03	-2.043400e+04
1.796341e+03	-1.221900e+04
1.796722e+03	1.235900e+04
1.797104e+03	2.053300e+04
1.797485e+03	4.172000e+03
1.797867e+03	-3.268800e+04
1.798248e+03	2.055100e+04
1.798630e+03	-2.452700e+04
1.799011e+03	-2.451700e+04
1.799393e+03	2.054300e+04
1.799774e+03	7.600000e+01
1.800156e+03	-4.023000e+03
1.800537e+03	5.200000e+01
1.800919e+03	1.233700e+04
1.801300e+03	-2.042500e+04
1.801682e+03	4.169000e+03
1.802063e+03	1.645700e+04
1.802444e+03	4.145000e+03
1.802826e+03	-3.270300e+04
1.803207e+03	-8.130000e+03
1.803589e+03	6.700000e+01
1.803970e+03	1.236300e+04
1.804352e+03	1.235600e+04
1.804733e+03	1.235100e+04
1.805115e+03	2.464500e+04
1.805496e+03	4.151000e+03
1.805878e+03	1.234300e+04
1.806259e+03	8.247000e+03
1.806641e+03	1.644200e+04
1.807022e+03	-8.126000e+03
1.807404e+03	1.644000e+04
1.807785e+03	4.165000e+03
1.808167e+03	2.055300e+04
1.808548e+03	-1.632300e+04
1.808929e+03	-2.044300e+04
1.809311e+03	-2.044800e+04
1.809692e+03	6.200000e+01
1.810074e+03	2.874200e+04
1.810455e+03	2.054500e+04
1.810837e+03	8.248000e+03
1.811218e+03	-8.135000e+03
1.811600e+03	1.233400e+04
1.811981e+03	8.252000e+03
1.812363e+03	-2.042300e+04
1.812744e+03	2.053900e+04
1.813126e+03	-8.126000e+03
1.813507e+03	-1.631700e+04
1.813889e+03	-4.031000e+03
1.814270e+03	4.159000e+03
1.814651e+03	8.250000e+03
1.815033e+03	-2.452100e+04
1.815414e+03	2.873100e+04
1.815796e+03	-3.270700e+04
1.816177e+03	-1.632500e+04
1.816559e+03	1.644400e+04
1.816940e+03	-3.271100e+04
1.817322e+03	-8.132000e+03
1.817703e+03	-2.451000e+04
1.818085e+03	1.644100e+04
1.818466e+03	-2.041500e+04
1.818848e+03	2.055300e+04
1.819229e+03	4.166000e+03
1.819611e+03	-1.632200e+04
1.819992e+03	1.234800e+04
1.820374e+03	-4.046000e+03
1.820755e+03	8.250000e+03
1.821136e+03	2.872300e+04
1.821518e+03	2.054000e+04
1.821899e+03	4.160000e+03
1.822281e+03	-1.635200e+04
1.822662e+03	2.874200e+04
1.823044e+03	1.645700e+04
1.823425e+03	8.252000e+03
1.823807e+03	2.463000e+04
1.824188e+03	8.257000e+03
1.824570e+03	-1.222200e+04
1.824951e+03	6.800000e+01
1.825333e+03	-2.452400e+04
1.825714e+03	1.234600e+04
1.826096e+03	-1.631800e+04
1.826477e+03	-2.041500e+04
1.826859e+03	1.645000e+04
1.827240e+03	2.462000e+04
1.827621e+03	-2.860600e+04
1.828003e+03	1.236400e+04
1.828384e+03	-8.120000e+03
1.828766e+03	-1.632700e+04
1.829147e+03	4.145000e+03
1.829529e+03	-8.143000e+03
1.829910e+03	-4.044000e+03
1.830292e+03	2.873200e+04
1.830673e+03	-3.269800e+04
1.831055e+03	7.100000e+01
1.831436e+03	2.873000e+04
1.831818e+03	-1.633300e+04
1.832199e+03	-3.270900e+04
1.832581e+03	2.052800e+04
1.832962e+03	6.200000e+01
1.833344e+03	2.465100e+04
1.833725e+03	-4.018000e+03
1.834106e+03	8.267000e+03
1.834488e+03	-2.861100e+04
1.834869e+03	-2.450900e+04
1.835251e+03	-1.631500e+04
1.835632e+03	-8.137000e+03
1.836014e+03	-2.453600e+04
1.836395e+03	-1.632600e+04
1.836777e+03	-2.042700e+04
1.837158e+03	-2.042400e+04
1.837540e+03	1.235100e+04
1.837921e+03	2.053500e+04
1.838303e+03	-1.223500e+04
1.838684e+03	8.261000e+03
1.839066e+03	8.260000e+03
1.839447e+03	6.200000e+01
1.839828e+03	1.643900e+04
1.840210e+03	-2.451800e+04
1.840591e+03	-2.860300e+04
1.840973e+03	2.464500e+04
1.841354e+03	-3.270000e+04
1.841736e+03	-2.860100e+04
1.842117e+03	1.644600e+04
1.842499e+03	-3.271300e+04
1.842880e+03	-8.128000e+03
1.843262e+03	-2.452600e+04
1.843643e+03	-2.860700e+04
1.844025e+03	-3.270300e+04
1.844406e+03	-1.633100e+04
1.844788e+03	2.464600e+04
1.845169e+03	-1.631400e+04
1.845551e+03	-1.221400e+04
1.845932e+03	-3.268900e+04
1.846313e+03	1.236300e+04
1.846695e+03	2.463300e+04
1.847076e+03	-2.452900e+04
1.847458e+03	-2.043300e+04
1.847839e+03	-1.222300e+04
1.848221e+03	-8.132000e+03
1.848602e+03	-1.222500e+04
1.848984e+03	-1.221500e+04
1.849365e+03	2.054900e+04
1.849747e+03	1.800000e+01
1.850128e+03	4.155000e+03
1.850510e+03	-8.135000e+03
1.850891e+03	-2.041900e+04
1.851273e+03	2.463400e+04
1.851654e+03	2.053800e+04
1.852036e+03	1.235800e+04
1.852417e+03	4.165000e+03
1.852798e+03	-1.222400e+04
1.853180e+03	8.258000e+03
1.853561e+03	1.643800e+04
1.853943e+03	-2.861600e+04
1.854324e+03	8.260000e+03
1.854706e+03	-2.450900e+04
1.855087e+03	-4.040000e+03
1.855469e+03	-4.090000e+03
1.855850e+03	8.235000e+03
1.856232e+03	-8.151000e+03
1.856613e+03	1.643200e+04
1.856995e+03	4.158000e+03
1.857376e+03	7.100000e+01
1.857758e+03	-4.025000e+03
1.858139e+03	2.053600e+04
1.858521e+03	-2.450900e+04
1.858902e+03	-8.117000e+03
1.859283e+03	4.168000e+03
1.859665e+03	1.235500e+04
1.860046e+03	-3.269800e+04
1.860428e+03	-4.032000e+03
1.860809e+03	5.700000e+01
1.861191e+03	2.873000e+04
1.861572e+03	-1.224100e+04
1.861954e+03	-2.865400e+04
1.862335e+03	2.462900e+04
1.862717e+03	4.165000e+03
1.863098e+03	-8.121000e+03
1.863480e+03	-2.450900e+04
1.863861e+03	2.054700e+04
1.864243e+03	4.167000e+03
1.864624e+03	1.645300e+04
1.865005e+03	-4.041000e+03
1.865387e+03	-3.271400e+04
1.865768e+03	1.644900e+04
1.866150e+03	-3.270300e+04
1.866531e+03	6.000000e+01
1.866913e+03	-2.451800e+04
1.867294e+03	-1.633900e+04
1.867676e+03	-8.135000e+03
1.868057e+03	-1.632500e+04
1.868439e+03	-2.862600e+04
1.868820e+03	2.463600e+04
1.869202e+03	1.643400e+04
1.869583e+03	-3.271100e+04
1.869965e+03	1.235800e+04
1.870346e+03	2.463700e+04
1.870728e+03	1.644300e+04
1.871109e+03	2.874700e+04
1.871490e+03	-4.021000e+03
1.871872e+03	1.235800e+04
1.872253e+03	1.644800e+04
1.872635e+03	1.644700e+04
1.873016e+03	-2.451500e+04
1.873398e+03	-4.040000e+03
1.873779e+03	2.051500e+04
1.874161e+03	-2.864700e+04
1.874542e+03	-1.225400e+04
1.874924e+03	2.053400e+04
1.875305e+03	2.872800e+04
1.875687e+03	-4.042000e+03
1.876068e+03	1.234100e+04
1.876450e+03	2.461900e+04
1.876831e+03	2.463300e+04
1.877213e+03	-4.035000e+03
1.877594e+03	1.643800e+04
1.877975e+03	2.052900e+04
1.878357e+03	-2.454500e+04
1.878738e+03	-1.633000e+04
1.879120e+03	-1.222900e+04
1.879501e+03	-1.633200e+04
1.879883e+03	1.234900e+04
1.880264e+03	8.254000e+03
1.880646e+03	-2.451400e+04
1.881027e+03	1.645700e+04
1.881409e+03	8.266000e+03
1.881790e+03	-8.126000e+03
1.882172e+03	-2.453000e+04
1.882553e+03	4.154000e+03
1.882935e+03	-4.025000e+03
1.883316e+03	-2.859700e+04
1.883698e+03	1.645400e+04
1.884079e+03	-3.270800e+04
1.884460e+03	2.464000e+04
1.884842e+03	-1.632000e+04
1.885223e+03	1.644700e+04
1.885605e+03	2.873900e+04
1.885986e+03	4.168000e+03
1.886368e+03	1.235600e+04
1.886749e+03	1.641500e+04
1.887131e+03	2.874000e+04
1.887512e+03	7.200000e+01
1.887894e+03	-2.860600e+04
1.888275e+03	-4.028000e+03
1.888657e+03	-1.221900e+04
1.889038e+03	1.235300e+04
1.889420e+03	-2.041400e+04
1.889801e+03	-3.270500e+04
1.890182e+03	-2.044600e+04
1.890564e+03	-1.223400e+04
1.890945e+03	-2.861700e+04
1.891327e+03	2.873100e+04
1.891708e+03	2.873800e+04
1.892090e+03	-2.451100e+04
1.892471e+03	2.053800e+04
1.892853e+03	-1.223600e+04
1.893234e+03	-1.632800e+04
1.893616e+03	-1.633200e+04
1.893997e+03	-2.452500e+04
1.894379e+03	-1.632700e+04
1.894760e+03	-4.037000e+03
1.895142e+03	-1.632000e+04
1.895523e+03	1.235700e+04
1.895905e+03	2.055000e+04
1.896286e+03	-2.451200e+04
1.896667e+03	-2.043600e+04
1.897049e+03	2.463700e+04
1.897430e+03	8.252000e+03
1.897812e+03	-2.044200e+04
1.898193e+03	-8.127000e+03
1.898575e+03	4.161000e+03
1.898956e+03	8.216000e+03
1.899338e+03	-4.033000e+03
1.899719e+03	8.255000e+03
1.900101e+03	-2.044700e+04
1.900482e+03	-1.633600e+04
1.900864e+03	-4.055000e+03
1.901245e+03	-1.222500e+04
1.901627e+03	1.644900e+04
1.902008e+03	-4.050000e+03
1.902390e+03	-2.451400e+04
1.902771e+03	-2.451800e+04
1.903152e+03	-1.224000e+04
1.903534e+03	-2.041500e+04
1.903915e+03	-4.037000e+03
1.904297e+03	-8.123000e+03
1.904678e+03	7.500000e+01
1.905060e+03	8.257000e+03
1.905441e+03	-1.223200e+04
1.905823e+03	1.645300e+04
1.906204e+03	8.247000e+03
1.906586e+03	4.158000e+03
1.906967e+03	-2.450600e+04
1.907349e+03	2.873600e+04
1.907730e+03	4.600000e+01
1.908112e+03	2.872400e+04
1.908493e+03	-1.223500e+04
1.908875e+03	-2.042000e+04
1.909256e+03	8.249000e+03
1.909637e+03	-3.272000e+04
1.910019e+03	-2.041700e+04
1.910400e+03	-2.041500e+04
1.910782e+03	5.900000e+01
1.911163e+03	-2.041800e+04
1.911545e+03	2.874000e+04
1.911926e+03	8.250000e+03
1.912308e+03	4.900000e+01
1.912689e+03	-1.632000e+04
1.913071e+03	8.249000e+03
1.913452e+03	1.234000e+04
1.913834e+03	-1.222400e+04
1.914215e+03	6.000000e+01
1.914597e+03	1.232000e+04
1.914978e+03	4.137000e+03
1.915359e+03	8.230000e+03
1.915741e+03	1.643700e+04
1.916122e+03	4.800000e+01
1.916504e+03	-2.861700e+04
1.916885e+03	1.234400e+04
1.917267e+03	2.053800e+04
1.917648e+03	-2.451000e+04
1.918030e+03	2.463500e+04
1.918411e+03	-3.271100e+04
1.918793e+03	-4.027000e+03
1.919174e+03	2.463800e+04
1.919556e+03	-2.860700e+04
1.919937e+03	-1.631000e+04
1.920319e+03	-8.123000e+03
1.920700e+03	5.500000e+01
1.921082e+03	1.235600e+04
1.921463e+03	8.258000e+03
1.921844e+03	8.250000e+03
1.922226e+03	-2.861700e+04
1.922607e+03	-2.041000e+04
1.922989e+03	-1.630500e+04
1.923370e+03	1.236600e+04
1.923752e+03	8.256000e+03
1.924133e+03	2.053100e+04
1.924515e+03	4.156000e+03
1.924896e+03	-8.144000e+03
1.925278e+03	-2.452200e+04
1.925659e+03	-8.137000e+03
1.926041e+03	1.644500e+04
1.926422e+03	-2.042200e+04
1.926804e+03	2.869600e+04
1.927185e+03	6.300000e+01
1.927567e+03	-4.032000e+03
1.927948e+03	-8.142000e+03
1.928329e+03	-8.134000e+03
1.928711e+03	1.235100e+04
1.929092e+03	2.873200e+04
1.929474e+03	2.873200e+04
1.929855e+03	2.054600e+04
1.930237e+03	-1.222100e+04
1.930618e+03	-8.132000e+03
1.931000e+03	4.153000e+03
1.931381e+03	8.250000e+03
1.931763e+03	2.872300e+04
1.932144e+03	-4.042000e+03
1.932526e+03	-2.451700e+04
1.932907e+03	-1.633100e+04
1.933289e+03	-2.862600e+04
1.933670e+03	-1.223300e+04
1.934052e+03	-2.042000e+04
1.934433e+03	-1.633600e+04
1.934814e+03	-4.035000e+03
1.935196e+03	-8.122000e+03
1.935577e+03	2.054600e+04
1.935959e+03	-4.048000e+03
1.936340e+03	-4.043000e+03
1.936722e+03	-2.453400e+04
1.937103e+03	-2.452800e+04
1.937485e+03	8.255000e+03
1.937866e+03	4.158000e+03
1.938248e+03	4.149000e+03
1.938629e+03	-1.635000e+04
1.939011e+03	-3.272300e+04
1.939392e+03	8.246000e+03
1.939774e+03	-1.631500e+04
1.940155e+03	1.236000e+04
1.940537e+03	-2.451600e+04
1.940918e+03	2.872500e+04
1.941299e+03	-4.034000e+03
1.941681e+03	-2.452500e+04
1.942062e+03	-1.222800e+04
1.942444e+03	4.153000e+03
1.942825e+03	-2.452200e+04
1.943207e+03	-1.222200e+04
1.943588e+03	1.234900e+04
1.943970e+03	-4.031000e+03
1.944351e+03	-2.040900e+04
1.944733e+03	1.645000e+04
1.945114e+03	4.168000e+03
1.945496e+03	2.464900e+04
1.945877e+03	1.235500e+04
1.946259e+03	-2.450600e+04
1.946640e+03	2.874100e+04
1.947021e+03	2.052500e+04
1.947403e+03	1.644400e+04
1.947784e+03	1.644100e+04
1.948166e+03	5.000000e+01
1.948547e+03	4.157000e+03
1.948929e+03	-1.223200e+04
1.949310e+03	2.872900e+04
1.949692e+03	2.463500e+04
1.950073e+03	1.643300e+04
1.950455e+03	4.151000e+03
1.950836e+03	4.134000e+03
1.951218e+03	8.249000e+03
1.951599e+03	1.644800e+04
1.951981e+03	2.053500e+04
1.952362e+03	8.241000e+03
1.952744e+03	1.234300e+04
1.953125e+03	-8.144000e+03
1.953506e+03	1.644500e+04
1.953888e+03	-2.451200e+04
1.954269e+03	-2.452200e+04
1.954651e+03	-4.062000e+03
1.955032e+03	-1.223800e+04
1.955414e+03	-1.223600e+04
1.955795e+03	-3.271300e+04
1.956177e+03	-1.222300e+04
1.956558e+03	-2.450900e+04
1.956940e+03	2.053800e+04
1.957321e+03	-8.137000e+03
1.957703e+03	-2.041900e+04
1.958084e+03	-2.862200e+04
1.958466e+03	-2.861700e+04
1.958847e+03	-3.270500e+04
1.959229e+03	-2.452200e+04
1.959610e+03	-2.043800e+04
1.959991e+03	-3.270700e+04
1.960373e+03	-2.042100e+04
1.960754e+03	2.053300e+04
1.961136e+03	-2.453200e+04
