1000.000	1.003	0.010	162.0
1467.799	1.003	0.017	170.0
2154.435	1.003	0.032	167.0
3162.278	1.003	0.065	162.0
4641.589	1.003	0.133	154.0
6812.921	1.004	0.271	140.0
10000.000	1.004	0.525	122.0
14677.993	1.004	0.913	101.0
21544.347	0.999	1.337	75.0
31622.777	1.003	1.623	51.0
46415.888	1.005	1.761	34.0
68129.207	1.006	1.842	22.0
100000.000	1.008	1.882	13.0
146779.927	1.007	1.891	5.0
215443.469	1.005	1.888	-2.0
316227.766	1.006	1.895	-8.0
464158.883	1.004	1.876	-15.0
681292.069	1.005	1.856	-28.0
1000000.000	1.002	1.791	-42.0
1467799.268	0.999	1.648	-61.0
2154434.690	0.991	1.348	-90.0
3162277.660	0.987	0.999	-126.0
4641588.834	0.976	0.603	-166.0
6812920.691	0.960	0.371	154.0
10000000.000	0.935	0.267	110.0
