500.000	1.003	0.004	-1.4
542.266	1.003	0.005	-88.0
588.105	1.003	0.006	-92.0
637.819	1.003	0.006	-92.0
691.735	1.003	0.007	-151.0
750.209	1.003	0.007	-159.0
813.625	1.003	0.008	-161.0
882.403	1.003	0.008	-169.0
956.994	1.003	0.009	-160.0
1037.891	1.003	0.011	-149.0
1125.626	1.003	0.012	-164.0
1220.777	1.003	0.013	-167.0
1323.972	1.003	0.015	-170.0
1435.890	1.003	0.016	-163.0
1557.269	1.003	0.019	-170.0
1688.908	1.003	0.022	-170.0
1831.675	1.003	0.025	-169.0
1986.511	1.003	0.028	-167.0
2154.435	1.003	0.032	-166.0
2336.554	1.003	0.037	-166.0
2534.067	1.003	0.043	-164.0
2748.277	1.003	0.049	-164.0
2980.595	1.004	0.057	-163.0
3232.551	1.004	0.067	-160.0
3505.805	1.003	0.078	-160.0
3802.158	1.003	0.090	-158.0
4123.563	1.003	0.104	-156.0
4472.136	1.003	0.121	-155.0
4850.175	1.004	0.142	-153.0
5260.170	1.003	0.165	-148.0
5704.824	1.004	0.192	-146.0
6187.064	1.003	0.226	-144.0
6710.070	1.004	0.260	-141.0
7277.286	1.003	0.300	-138.0
7892.450	1.004	0.348	-135.0
8559.615	1.003	0.400	-131.0
9283.178	1.003	0.465	-128.0
10067.904	1.004	0.528	-123.0
10918.965	1.004	0.595	-119.0
11841.968	1.003	0.685	-114.0
12842.994	1.003	0.765	-110.0
13928.640	1.003	0.849	-104.0
15106.057	1.003	0.948	-99.0
16383.003	1.003	1.044	-94.0
17767.893	1.002	1.123	-88.0
19269.850	1.002	1.212	-82.0
20898.770	1.000	1.287	-77.0
22665.387	0.996	1.363	-71.0
24581.340	0.997	1.438	-67.0
26659.252	1.000	1.517	-62.0
28912.814	1.003	1.558	-57.0
31356.875	1.003	1.604	-52.0
34007.537	1.003	1.650	-49.0
36882.265	1.003	1.687	-44.0
40000.000	1.003	1.719	-41.0
40000.000	1.003	1.723	-41.0
57198.766	1.006	1.808	-27.0
81792.471	1.004	1.864	-17.0
116960.710	1.007	1.881	-9.8
167250.206	1.006	1.892	-4.0
239162.635	1.005	1.889	3.0
341995.189	1.005	1.887	10.0
489042.570	1.006	1.879	18.0
699315.787	1.004	1.849	28.0
1000000.000	1.000	1.786	42.0
