1000.000	0.997	0.007	149.0
1136.464	0.997	0.007	157.0
1291.550	0.997	0.009	158.0
1467.799	0.996	0.011	167.0
1668.101	0.997	0.013	168.0
1895.736	0.997	0.016	169.0
2154.435	0.997	0.018	167.0
2448.437	0.997	0.023	167.0
2782.559	0.997	0.028	165.0
3162.278	0.997	0.035	164.0
3593.814	0.997	0.045	162.0
4084.239	0.997	0.056	158.0
4641.589	0.997	0.071	156.0
5274.997	0.998	0.091	151.0
5994.843	0.997	0.114	148.0
6812.921	0.997	0.144	143.0
7742.637	0.996	0.180	140.0
8799.225	0.996	0.223	135.0
10000.000	0.997	0.278	130.0
11364.637	0.997	0.341	125.0
12915.497	0.996	0.415	119.0
14677.993	0.996	0.505	113.0
16681.005	0.996	0.591	107.0
18957.357	0.996	0.703	100.0
21544.347	0.992	0.800	92.0
24484.367	0.991	0.908	86.0
27825.594	0.993	1.028	78.0
31622.777	0.996	1.131	71.0
35938.137	0.996	1.227	64.0
40842.387	0.996	1.318	57.0
46415.888	0.996	1.396	52.0
52749.971	0.997	1.475	45.9
59948.425	0.998	1.545	40.0
68129.207	0.998	1.580	35.0
77426.368	0.999	1.621	31.0
87992.254	1.000	1.654	27.0
100000.000	1.000	1.686	22.8
113646.367	1.000	1.705	19.0
129154.967	1.003	1.729	16.0
146779.927	1.001	1.745	13.0
166810.054	0.998	1.758	9.0
189573.565	1.000	1.765	7.0
215443.469	0.999	1.773	3.0
244843.675	0.998	1.779	1.0
278255.940	1.000	1.788	-2.0
316227.766	1.000	1.790	-5.0
359381.366	1.000	1.794	-8.0
408423.865	1.001	1.803	-11.0
464158.883	1.000	1.804	-14.0
527499.706	1.000	1.805	-18.0
599484.250	1.000	1.808	-22.0
681292.069	0.998	1.806	-27.0
774263.683	0.998	1.803	-31.0
879922.544	0.999	1.795	-37.0
1000000.000	0.997	1.784	-45.0
